CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes
CI005910,M0360,2025-05-23,20,Gym Floor,75
CI005911,M0360,2025-07-05,19,Gym Floor,33
CI005912,M0360,2025-08-31,8,Spin,59
CI005913,M0360,2025-03-08,17,Pilates,47
CI005914,M0360,2025-04-15,7,Gym Floor,20
CI005915,M0360,2025-04-06,18,HIIT,45
CI005916,M0360,2025-07-17,11,Yoga,33
CI005917,M0360,2025-05-29,10,Cardio,39
CI005918,M0360,2025-06-12,16,CrossFit,53
CI005919,M0360,2025-06-17,18,Gym Floor,57
CI005920,M0360,2025-08-07,19,Zumba,56
CI005921,M0360,2025-07-30,7,CrossFit,52
CI005922,M0360,2025-06-30,6,Gym Floor,61
CI005923,M0360,2025-05-29,18,Yoga,87
CI005924,M0360,2025-06-04,8,Gym Floor,84
CI005925,M0360,2025-04-23,18,Cardio,51
CI005926,M0360,2025-07-16,20,HIIT,27
CI005927,M0360,2025-08-27,17,Gym Floor,45
CI005928,M0360,2025-06-12,8,Gym Floor,71
CI005929,M0360,2025-08-22,11,Strength Training,67
CI005930,M0360,2025-04-13,7,Gym Floor,88
CI005931,M0360,2025-04-18,10,Zumba,43
CI005932,M0360,2025-03-15,18,HIIT,52
CI005933,M0360,2025-06-26,18,Zumba,60
CI005934,M0360,2025-07-11,12,Gym Floor,69
CI005935,M0360,2025-05-01,19,Gym Floor,52
CI005936,M0360,2025-07-16,8,Strength Training,70
CI005937,M0360,2025-07-13,12,Cardio,64
CI005938,M0360,2025-06-28,12,CrossFit,36
CI005939,M0360,2025-07-06,17,HIIT,50
CI005940,M0360,2025-05-07,17,Yoga,46
CI005941,M0360,2025-06-13,6,Spin,31
CI005942,M0360,2025-03-18,19,Yoga,66
CI005943,M0360,2025-06-30,17,Gym Floor,111
CI005944,M0360,2025-07-27,8,Cardio,64
CI005945,M0360,2025-04-19,16,Strength Training,70
CI005946,M0360,2025-04-02,21,Gym Floor,48
CI005947,M0360,2025-07-09,19,Pilates,51
CI005948,M0361,2025-03-06,6,Strength Training,95
CI005949,M0361,2025-03-16,21,Spin,65
CI005950,M0361,2025-07-26,19,HIIT,54
CI005951,M0361,2025-04-09,6,Gym Floor,88
CI005952,M0361,2025-07-13,16,HIIT,40
CI005953,M0361,2025-08-06,19,Strength Training,55
CI005954,M0361,2025-06-24,6,CrossFit,46
CI005955,M0361,2025-08-09,9,Yoga,58
CI005956,M0362,2025-07-02,16,Gym Floor,34
CI005957,M0362,2025-08-13,11,Strength Training,70
CI005958,M0362,2025-05-02,11,Gym Floor,56
CI005959,M0362,2025-06-07,7,Pilates,45
CI005960,M0362,2025-06-22,18,Zumba,44
CI005961,M0362,2025-04-10,21,Cardio,66
CI005962,M0362,2025-07-08,6,Gym Floor,53
CI005963,M0362,2025-06-30,18,Pilates,49
CI005964,M0362,2025-03-14,21,Spin,20
CI005965,M0362,2025-03-06,18,Gym Floor,51
CI005966,M0362,2025-04-03,21,Spin,82
CI005967,M0362,2025-07-31,10,Pilates,74
CI005968,M0362,2025-08-29,9,Strength Training,64
CI005969,M0362,2025-06-06,12,Gym Floor,72
CI005970,M0362,2025-07-18,6,Gym Floor,52
CI005971,M0362,2025-06-30,9,Zumba,28
CI005972,M0362,2025-07-20,8,Gym Floor,55
CI005973,M0362,2025-04-15,16,Gym Floor,36
CI005974,M0362,2025-06-10,18,Yoga,54
CI005975,M0362,2025-03-27,7,Cardio,57
CI005976,M0362,2025-07-18,18,Pilates,72
CI005977,M0362,2025-04-03,19,Yoga,59
CI005978,M0362,2025-03-30,7,CrossFit,76
CI005979,M0362,2025-08-20,20,Yoga,37
CI005980,M0362,2025-03-18,21,Gym Floor,42
CI005981,M0362,2025-03-18,19,Gym Floor,72
CI005982,M0362,2025-08-10,18,Strength Training,82
CI005983,M0362,2025-06-24,17,Zumba,64
CI005984,M0362,2025-03-13,6,Yoga,29
CI005985,M0362,2025-03-12,6,Gym Floor,38
CI005986,M0362,2025-04-08,17,Gym Floor,50
CI005987,M0362,2025-05-18,8,Zumba,70
CI005988,M0362,2025-04-10,18,Strength Training,64
CI005989,M0362,2025-05-19,18,Pilates,68
CI005990,M0362,2025-04-11,7,Gym Floor,49
CI005991,M0362,2025-07-18,18,Yoga,64
CI005992,M0362,2025-03-08,6,Gym Floor,66
CI005993,M0362,2025-04-26,16,Gym Floor,33
CI005994,M0362,2025-06-23,9,Zumba,58
CI005995,M0362,2025-06-14,19,Gym Floor,52
CI005996,M0362,2025-03-15,18,Gym Floor,62
CI005997,M0362,2025-05-21,8,Yoga,92
CI005998,M0362,2025-08-13,9,Pilates,51
CI005999,M0362,2025-04-10,16,Gym Floor,55
CI006000,M0362,2025-07-06,18,Gym Floor,64
CI006001,M0362,2025-04-15,16,CrossFit,101
CI006002,M0362,2025-05-01,12,Gym Floor,33
CI006003,M0362,2025-07-30,7,Pilates,48
CI006004,M0363,2025-03-17,19,Gym Floor,45
CI006005,M0363,2025-07-03,10,Gym Floor,72
CI006006,M0363,2025-05-23,9,Cardio,28
CI006007,M0363,2025-07-07,8,Gym Floor,74
CI006008,M0363,2025-03-09,7,Zumba,80
CI006009,M0363,2025-05-28,16,Gym Floor,51
CI006010,M0363,2025-06-03,9,CrossFit,103
CI006011,M0363,2025-03-23,7,Gym Floor,25
CI006012,M0363,2025-07-12,6,Strength Training,64
CI006013,M0363,2025-07-02,17,HIIT,70
CI006014,M0363,2025-03-13,11,Gym Floor,60
CI006015,M0363,2025-08-16,8,Gym Floor,58
CI006016,M0363,2025-03-29,16,HIIT,54
CI006017,M0363,2025-07-14,7,HIIT,50
CI006018,M0363,2025-03-16,7,Pilates,34
CI006019,M0363,2025-08-01,9,Zumba,70
CI006020,M0363,2025-08-23,18,Gym Floor,51
CI006021,M0363,2025-07-31,18,CrossFit,72
CI006022,M0363,2025-07-23,6,Gym Floor,53
CI006023,M0363,2025-06-08,11,Gym Floor,54
CI006024,M0363,2025-07-23,11,Gym Floor,68
CI006025,M0363,2025-05-30,18,Cardio,55
CI006026,M0363,2025-07-03,19,Zumba,46
CI006027,M0363,2025-07-22,17,Gym Floor,45
CI006028,M0363,2025-03-25,18,CrossFit,20
CI006029,M0363,2025-03-06,20,Gym Floor,64
CI006030,M0363,2025-04-09,19,Spin,68
CI006031,M0363,2025-06-23,19,Gym Floor,76
CI006032,M0363,2025-07-29,6,CrossFit,81
CI006033,M0363,2025-05-20,19,Yoga,96
CI006034,M0363,2025-03-18,19,Gym Floor,25
CI006035,M0364,2025-03-26,17,Zumba,37
CI006036,M0364,2025-07-23,18,Gym Floor,40
CI006037,M0364,2025-07-10,9,Gym Floor,84
CI006038,M0364,2025-08-05,7,Pilates,76
CI006039,M0364,2025-04-23,6,Yoga,20
CI006040,M0364,2025-04-17,8,Gym Floor,79
CI006041,M0364,2025-07-18,11,Cardio,45
CI006042,M0364,2025-05-04,7,Gym Floor,68
CI006043,M0364,2025-08-24,19,Strength Training,50
CI006044,M0364,2025-07-21,6,Gym Floor,50
CI006045,M0364,2025-08-19,6,CrossFit,62
CI006046,M0364,2025-08-22,10,Gym Floor,51
CI006047,M0365,2025-05-02,19,HIIT,40
CI006048,M0365,2025-05-14,11,Gym Floor,76
CI006049,M0365,2025-06-01,18,Pilates,49
CI006050,M0365,2025-07-18,17,Gym Floor,39
CI006051,M0365,2025-07-16,8,Gym Floor,88
CI006052,M0365,2025-07-19,16,Gym Floor,90
CI006053,M0365,2025-06-01,18,Gym Floor,64
CI006054,M0365,2025-08-18,11,Gym Floor,45
CI006055,M0365,2025-07-01,17,HIIT,101
CI006056,M0365,2025-07-04,8,Gym Floor,69
CI006057,M0365,2025-08-29,18,HIIT,54
CI006058,M0366,2025-04-08,18,Gym Floor,86
CI006059,M0366,2025-07-03,7,Gym Floor,62
CI006060,M0366,2025-03-18,21,Gym Floor,21
CI006061,M0366,2025-08-16,7,Gym Floor,46
CI006062,M0366,2025-05-07,16,Gym Floor,20
CI006063,M0366,2025-07-10,21,HIIT,66
CI006064,M0366,2025-06-11,18,Strength Training,58
CI006065,M0366,2025-04-14,16,Gym Floor,62
CI006066,M0366,2025-03-22,7,Gym Floor,66
CI006067,M0366,2025-03-06,16,Gym Floor,76
CI006068,M0366,2025-07-07,9,Strength Training,31
CI006069,M0366,2025-03-29,8,Yoga,49
CI006070,M0366,2025-04-06,21,Spin,38
CI006071,M0366,2025-08-17,19,Gym Floor,20
CI006072,M0367,2025-08-24,7,HIIT,67
CI006073,M0367,2025-04-20,20,Strength Training,68
CI006074,M0367,2025-05-20,7,Strength Training,54
CI006075,M0367,2025-08-03,6,Spin,46
CI006076,M0367,2025-03-04,20,Gym Floor,43
CI006077,M0368,2025-04-14,10,Gym Floor,49
CI006078,M0368,2025-07-17,17,Strength Training,48
CI006079,M0368,2025-03-17,8,Gym Floor,50
CI006080,M0368,2025-03-16,20,Gym Floor,41
CI006081,M0368,2025-06-13,18,Cardio,73
CI006082,M0368,2025-06-08,18,HIIT,44
CI006083,M0368,2025-08-08,7,Gym Floor,35
CI006084,M0368,2025-05-30,9,Gym Floor,50
CI006085,M0368,2025-07-07,17,Gym Floor,62
CI006086,M0368,2025-08-15,19,CrossFit,37
CI006087,M0368,2025-03-22,16,Gym Floor,44
CI006088,M0368,2025-08-17,7,Yoga,54
CI006089,M0368,2025-04-17,6,Yoga,58
CI006090,M0368,2025-05-19,18,Gym Floor,30
CI006091,M0368,2025-08-28,9,Spin,62
CI006092,M0368,2025-05-26,7,Gym Floor,50
CI006093,M0368,2025-06-19,17,Strength Training,56
CI006094,M0368,2025-06-18,8,Gym Floor,85
CI006095,M0368,2025-03-22,11,Strength Training,46
CI006096,M0368,2025-06-19,6,Strength Training,53
CI006097,M0368,2025-08-16,16,CrossFit,43
CI006098,M0368,2025-06-08,8,Gym Floor,66
CI006099,M0368,2025-07-03,7,Gym Floor,79
CI006100,M0368,2025-08-30,6,Gym Floor,64
CI006101,M0368,2025-08-13,7,Gym Floor,43
CI006102,M0368,2025-06-23,18,Gym Floor,40
CI006103,M0368,2025-05-31,17,Gym Floor,116
CI006104,M0368,2025-07-30,10,Spin,35
CI006105,M0368,2025-06-02,6,Spin,49
CI006106,M0368,2025-06-18,9,Gym Floor,57
CI006107,M0368,2025-08-18,16,Gym Floor,30
CI006108,M0368,2025-04-27,8,Gym Floor,43
CI006109,M0368,2025-06-28,11,Gym Floor,52
CI006110,M0368,2025-04-08,20,Gym Floor,20
CI006111,M0368,2025-07-31,18,Gym Floor,61
CI006112,M0368,2025-04-24,6,Zumba,67
CI006113,M0368,2025-08-29,6,CrossFit,65
CI006114,M0368,2025-06-08,8,Gym Floor,43
CI006115,M0368,2025-06-29,18,Strength Training,42
CI006116,M0368,2025-08-06,10,Gym Floor,68
CI006117,M0368,2025-06-11,8,Cardio,63
CI006118,M0368,2025-07-11,10,CrossFit,60
CI006119,M0368,2025-08-01,8,Gym Floor,58
CI006120,M0368,2025-08-02,17,Yoga,57
CI006121,M0368,2025-04-21,6,Gym Floor,45
CI006122,M0368,2025-05-17,18,Gym Floor,52
CI006123,M0368,2025-03-30,8,Zumba,61
CI006124,M0368,2025-05-16,10,HIIT,50
CI006125,M0368,2025-05-22,10,Gym Floor,51
CI006126,M0369,2025-07-28,17,Pilates,35
CI006127,M0369,2025-06-01,16,Gym Floor,48
CI006128,M0369,2025-05-31,19,Gym Floor,43
CI006129,M0369,2025-08-29,17,Gym Floor,56
CI006130,M0369,2025-07-17,16,Gym Floor,49
CI006131,M0369,2025-05-19,9,Zumba,35
CI006132,M0369,2025-03-17,10,Gym Floor,68
CI006133,M0369,2025-07-01,18,Yoga,41
CI006134,M0370,2025-05-23,7,HIIT,68
CI006135,M0370,2025-05-14,7,Gym Floor,74
CI006136,M0370,2025-04-07,12,Cardio,33
CI006137,M0371,2025-06-27,12,Gym Floor,79
CI006138,M0371,2025-08-23,6,Gym Floor,24
CI006139,M0371,2025-07-21,18,CrossFit,63
CI006140,M0371,2025-05-06,17,CrossFit,55
CI006141,M0371,2025-04-11,19,Gym Floor,72
CI006142,M0371,2025-03-11,12,Spin,82
CI006143,M0371,2025-07-01,17,HIIT,20
CI006144,M0371,2025-03-18,10,Gym Floor,58
CI006145,M0371,2025-08-17,9,Gym Floor,61
CI006146,M0372,2025-08-01,20,Gym Floor,30
CI006147,M0372,2025-03-14,16,Strength Training,63
CI006148,M0372,2025-03-20,11,Gym Floor,48
CI006149,M0372,2025-07-28,18,CrossFit,65
CI006150,M0372,2025-04-19,20,Gym Floor,60
CI006151,M0372,2025-04-22,10,Gym Floor,63
CI006152,M0372,2025-05-07,12,Gym Floor,46
CI006153,M0372,2025-05-06,12,Gym Floor,73
CI006154,M0372,2025-07-30,19,Yoga,68
CI006155,M0372,2025-05-15,9,Gym Floor,112
CI006156,M0372,2025-07-07,18,Pilates,47
CI006157,M0372,2025-06-27,19,Gym Floor,63
CI006158,M0372,2025-07-02,9,Zumba,69
CI006159,M0373,2025-08-24,20,Cardio,27
CI006160,M0374,2025-05-18,19,Gym Floor,61
CI006161,M0374,2025-03-23,10,Cardio,50
CI006162,M0374,2025-07-05,18,Spin,59
CI006163,M0374,2025-03-09,18,Gym Floor,23
CI006164,M0374,2025-07-03,8,Gym Floor,75
CI006165,M0374,2025-06-13,8,CrossFit,75
CI006166,M0374,2025-05-03,8,Gym Floor,48
CI006167,M0374,2025-05-02,10,Cardio,58
CI006168,M0374,2025-06-15,18,Gym Floor,39
CI006169,M0374,2025-04-26,19,Gym Floor,56
CI006170,M0374,2025-03-11,18,HIIT,65
CI006171,M0374,2025-06-06,6,Cardio,41
CI006172,M0374,2025-07-03,11,Cardio,61
CI006173,M0374,2025-06-29,17,Yoga,70
CI006174,M0374,2025-05-20,7,Yoga,51
CI006175,M0374,2025-08-30,10,Yoga,70
CI006176,M0374,2025-03-31,9,Gym Floor,84
CI006177,M0374,2025-05-16,6,Cardio,35
CI006178,M0374,2025-07-09,7,Gym Floor,53
CI006179,M0374,2025-04-28,7,Spin,55
CI006180,M0374,2025-08-31,12,Zumba,45
CI006181,M0374,2025-04-16,10,Pilates,45
CI006182,M0374,2025-04-30,9,Cardio,60
CI006183,M0374,2025-08-29,12,Cardio,41
CI006184,M0374,2025-06-11,16,Cardio,37
CI006185,M0374,2025-06-17,21,CrossFit,73
CI006186,M0374,2025-03-04,10,Gym Floor,65
CI006187,M0374,2025-03-26,17,Gym Floor,58
CI006188,M0375,2025-04-17,18,Gym Floor,23
CI006189,M0375,2025-04-02,17,Gym Floor,27
CI006190,M0376,2025-03-13,12,Cardio,34
CI006191,M0376,2025-05-09,19,Cardio,91
CI006192,M0376,2025-05-02,16,Gym Floor,34
CI006193,M0376,2025-06-07,16,Pilates,58
CI006194,M0376,2025-07-31,18,Cardio,46
CI006195,M0376,2025-08-28,7,Strength Training,28
CI006196,M0376,2025-08-19,17,Pilates,37
CI006197,M0376,2025-06-01,11,Cardio,33
CI006198,M0376,2025-03-26,9,Yoga,57
CI006199,M0376,2025-05-26,20,Zumba,59
CI006200,M0376,2025-05-29,9,Zumba,65
CI006201,M0376,2025-07-12,9,Gym Floor,57
CI006202,M0376,2025-03-23,18,Pilates,55
CI006203,M0376,2025-08-08,18,Yoga,39
CI006204,M0376,2025-07-20,19,Zumba,68
CI006205,M0376,2025-05-01,8,Cardio,49
CI006206,M0376,2025-08-29,17,HIIT,45
CI006207,M0376,2025-06-23,6,Gym Floor,40
CI006208,M0376,2025-04-05,8,Gym Floor,50
CI006209,M0376,2025-05-01,19,Strength Training,50
CI006210,M0376,2025-06-29,21,Gym Floor,37
CI006211,M0376,2025-03-23,18,Gym Floor,74
CI006212,M0376,2025-03-30,20,Gym Floor,36
CI006213,M0376,2025-03-08,16,Gym Floor,63
CI006214,M0376,2025-08-07,16,HIIT,52
CI006215,M0376,2025-06-11,16,Gym Floor,38
CI006216,M0376,2025-08-22,21,Strength Training,57
CI006217,M0376,2025-03-01,8,Strength Training,48
CI006218,M0376,2025-04-10,12,Gym Floor,70
CI006219,M0376,2025-07-19,12,Yoga,59
CI006220,M0376,2025-06-07,11,Gym Floor,90
CI006221,M0376,2025-06-27,7,Pilates,42
CI006222,M0376,2025-04-25,9,Strength Training,45
CI006223,M0376,2025-04-28,9,Gym Floor,78
CI006224,M0377,2025-05-31,18,Gym Floor,74
CI006225,M0377,2025-06-23,7,Pilates,69
CI006226,M0377,2025-06-07,9,Gym Floor,70
CI006227,M0377,2025-04-07,11,Gym Floor,83
CI006228,M0377,2025-04-26,19,Gym Floor,48
CI006229,M0377,2025-04-29,12,Strength Training,71
CI006230,M0377,2025-06-18,9,Cardio,25
CI006231,M0377,2025-04-09,18,HIIT,48
CI006232,M0377,2025-06-21,6,Gym Floor,26
CI006233,M0377,2025-06-09,18,Gym Floor,56
CI006234,M0377,2025-06-08,10,Yoga,34
CI006235,M0377,2025-04-25,18,Gym Floor,55
CI006236,M0377,2025-07-23,19,HIIT,77
CI006237,M0377,2025-06-24,16,Pilates,59
CI006238,M0377,2025-05-29,6,Gym Floor,67
CI006239,M0377,2025-04-08,19,Gym Floor,56
CI006240,M0377,2025-04-30,10,Gym Floor,44
CI006241,M0377,2025-07-29,9,Zumba,53
CI006242,M0377,2025-04-01,7,Gym Floor,56
CI006243,M0378,2025-05-03,17,Gym Floor,29
CI006244,M0378,2025-05-12,17,Gym Floor,47
CI006245,M0378,2025-05-03,16,Spin,63
CI006246,M0378,2025-07-16,17,Gym Floor,55
CI006247,M0378,2025-05-18,6,Spin,69
CI006248,M0378,2025-05-27,19,Gym Floor,20
CI006249,M0378,2025-04-08,19,Spin,92
CI006250,M0378,2025-07-31,17,Gym Floor,65
CI006251,M0378,2025-07-27,9,Pilates,68
CI006252,M0378,2025-04-08,10,Zumba,53
CI006253,M0379,2025-04-05,8,Gym Floor,51
CI006254,M0379,2025-05-12,21,Zumba,50
CI006255,M0379,2025-06-03,12,Spin,70
CI006256,M0379,2025-07-20,11,Gym Floor,20
CI006257,M0379,2025-07-16,16,Yoga,61
CI006258,M0379,2025-06-11,16,Gym Floor,70
CI006259,M0379,2025-08-26,18,Gym Floor,59
CI006260,M0380,2025-04-06,8,Gym Floor,60
CI006261,M0380,2025-04-24,7,Pilates,74
CI006262,M0380,2025-07-27,18,Gym Floor,41
CI006263,M0381,2025-06-07,11,Yoga,53
CI006264,M0381,2025-06-21,6,Spin,65
CI006265,M0381,2025-04-24,18,Yoga,55
CI006266,M0381,2025-08-02,8,Gym Floor,59
CI006267,M0381,2025-05-31,7,HIIT,66
CI006268,M0381,2025-06-30,19,Spin,72
CI006269,M0381,2025-06-09,20,Gym Floor,48
CI006270,M0381,2025-03-22,7,Gym Floor,60
CI006271,M0381,2025-07-26,9,Yoga,24
CI006272,M0381,2025-03-24,12,Gym Floor,51
CI006273,M0381,2025-07-04,16,Gym Floor,33
CI006274,M0381,2025-08-28,6,Pilates,55
CI006275,M0381,2025-08-03,10,Pilates,61
CI006276,M0381,2025-07-28,16,Gym Floor,59
CI006277,M0381,2025-05-16,8,HIIT,54
CI006278,M0382,2025-05-18,9,HIIT,75
CI006279,M0382,2025-07-21,21,Gym Floor,56
CI006280,M0382,2025-06-14,18,Spin,68
CI006281,M0382,2025-05-28,11,Spin,22
CI006282,M0382,2025-04-18,8,Gym Floor,50
CI006283,M0382,2025-08-02,17,Pilates,20
CI006284,M0382,2025-07-28,11,HIIT,81
CI006285,M0382,2025-07-16,8,Zumba,60
CI006286,M0382,2025-06-26,8,HIIT,55
CI006287,M0382,2025-04-10,10,Gym Floor,71
CI006288,M0383,2025-04-20,11,Zumba,68
CI006289,M0383,2025-06-21,7,Cardio,41
CI006290,M0383,2025-03-03,19,Spin,61
CI006291,M0383,2025-05-16,8,Gym Floor,67
CI006292,M0383,2025-03-14,20,Gym Floor,75
CI006293,M0383,2025-03-06,7,Spin,58
CI006294,M0383,2025-05-21,8,Pilates,49
CI006295,M0383,2025-07-07,7,Gym Floor,35
CI006296,M0383,2025-04-04,9,Cardio,50
CI006297,M0383,2025-07-24,12,HIIT,41
CI006298,M0383,2025-03-20,7,HIIT,84
CI006299,M0383,2025-07-30,16,Yoga,42
CI006300,M0383,2025-03-20,18,Gym Floor,63
CI006301,M0383,2025-03-09,18,Pilates,68
CI006302,M0383,2025-07-13,18,Yoga,61
CI006303,M0383,2025-05-29,18,Spin,60
CI006304,M0383,2025-04-03,7,Strength Training,69
CI006305,M0383,2025-07-15,17,Spin,33
CI006306,M0383,2025-07-18,16,Zumba,80
CI006307,M0383,2025-06-21,7,Gym Floor,53
CI006308,M0383,2025-08-21,9,Strength Training,74
CI006309,M0383,2025-05-07,11,Spin,28
CI006310,M0383,2025-04-01,17,Cardio,73
CI006311,M0383,2025-04-07,19,Pilates,60
CI006312,M0383,2025-08-27,9,Gym Floor,65
CI006313,M0383,2025-03-08,18,Gym Floor,47
CI006314,M0383,2025-06-17,9,Spin,51
CI006315,M0383,2025-07-05,7,Yoga,20
CI006316,M0384,2025-06-22,6,Gym Floor,51
CI006317,M0384,2025-06-24,18,Pilates,46
CI006318,M0384,2025-06-13,7,Yoga,50
CI006319,M0384,2025-06-14,6,Gym Floor,67
CI006320,M0384,2025-03-07,19,Cardio,40
CI006321,M0384,2025-05-09,6,Cardio,38
CI006322,M0384,2025-03-13,9,Yoga,56
CI006323,M0384,2025-08-28,16,Yoga,50
CI006324,M0384,2025-03-02,19,Gym Floor,70
CI006325,M0384,2025-06-24,6,Gym Floor,47
CI006326,M0384,2025-03-25,8,Gym Floor,59
CI006327,M0384,2025-03-27,17,Gym Floor,53
CI006328,M0384,2025-08-27,6,Cardio,40
CI006329,M0384,2025-07-20,16,Zumba,25
CI006330,M0384,2025-04-28,20,Gym Floor,67
CI006331,M0384,2025-03-09,19,Gym Floor,61
CI006332,M0384,2025-07-06,18,Zumba,40
CI006333,M0384,2025-07-10,17,CrossFit,26
CI006334,M0384,2025-03-07,17,Zumba,44
CI006335,M0384,2025-07-26,19,HIIT,49
CI006336,M0384,2025-04-16,12,Gym Floor,36
CI006337,M0384,2025-07-23,11,Yoga,85
CI006338,M0384,2025-03-04,16,Yoga,74
CI006339,M0384,2025-06-14,6,Gym Floor,74
CI006340,M0384,2025-07-04,17,Gym Floor,55
CI006341,M0384,2025-06-22,17,Gym Floor,66
CI006342,M0384,2025-08-23,17,Gym Floor,26
CI006343,M0384,2025-07-30,17,Gym Floor,36
CI006344,M0384,2025-06-09,19,Pilates,57
CI006345,M0384,2025-07-25,16,Gym Floor,41
CI006346,M0384,2025-08-05,6,Gym Floor,60
CI006347,M0384,2025-06-10,16,Gym Floor,85
CI006348,M0384,2025-06-03,18,CrossFit,52
CI006349,M0384,2025-08-12,21,Strength Training,91
CI006350,M0384,2025-07-10,19,Gym Floor,66
CI006351,M0384,2025-04-29,19,Gym Floor,73
CI006352,M0384,2025-08-15,18,Gym Floor,64
CI006353,M0384,2025-07-29,7,Pilates,86
CI006354,M0384,2025-06-29,20,HIIT,77
CI006355,M0385,2025-06-27,18,Spin,23
CI006356,M0386,2025-04-21,17,HIIT,60
CI006357,M0386,2025-08-02,6,Zumba,81
CI006358,M0386,2025-07-04,8,Strength Training,69
CI006359,M0386,2025-05-26,17,Gym Floor,51
CI006360,M0386,2025-08-26,18,HIIT,69
CI006361,M0386,2025-07-20,6,Spin,55
CI006362,M0386,2025-07-25,7,Pilates,79
CI006363,M0387,2025-04-15,9,HIIT,105
CI006364,M0387,2025-07-19,6,Gym Floor,81
CI006365,M0387,2025-05-25,18,Cardio,84
CI006366,M0387,2025-05-20,18,Gym Floor,42
CI006367,M0387,2025-05-05,18,Strength Training,66
CI006368,M0387,2025-05-26,17,Gym Floor,65
CI006369,M0387,2025-04-12,19,CrossFit,37
CI006370,M0387,2025-06-24,7,Gym Floor,63
CI006371,M0387,2025-08-19,16,Gym Floor,20
CI006372,M0387,2025-04-04,11,Gym Floor,69
CI006373,M0388,2025-04-17,17,Gym Floor,31
CI006374,M0388,2025-07-21,16,Gym Floor,23
CI006375,M0388,2025-05-06,17,Gym Floor,64
CI006376,M0388,2025-05-01,18,Gym Floor,75
CI006377,M0389,2025-07-02,8,Pilates,46
CI006378,M0389,2025-04-05,12,Yoga,77
CI006379,M0389,2025-06-12,16,CrossFit,51
CI006380,M0389,2025-06-16,11,Cardio,53
CI006381,M0389,2025-03-06,19,Zumba,54
CI006382,M0389,2025-05-19,11,HIIT,29
CI006383,M0389,2025-03-20,19,Pilates,27
CI006384,M0389,2025-08-31,6,Pilates,55
CI006385,M0389,2025-07-14,10,Zumba,29
CI006386,M0389,2025-04-08,20,Zumba,99
CI006387,M0389,2025-04-02,19,Strength Training,64
CI006388,M0389,2025-07-25,17,Yoga,52
CI006389,M0389,2025-08-14,18,Spin,63
CI006390,M0389,2025-04-29,12,Gym Floor,54
CI006391,M0389,2025-08-01,12,Gym Floor,68
CI006392,M0389,2025-05-29,18,Gym Floor,20
CI006393,M0389,2025-03-09,10,Gym Floor,52
CI006394,M0389,2025-07-13,16,Zumba,47
CI006395,M0389,2025-04-07,17,Gym Floor,40
CI006396,M0389,2025-07-20,6,Cardio,48
CI006397,M0389,2025-04-16,11,Cardio,69
CI006398,M0389,2025-07-14,12,Gym Floor,53
CI006399,M0389,2025-05-03,7,Spin,37
CI006400,M0389,2025-07-15,9,Gym Floor,69
CI006401,M0389,2025-04-14,7,Gym Floor,54
CI006402,M0389,2025-05-25,18,Pilates,58
CI006403,M0390,2025-08-20,19,Strength Training,56
CI006404,M0390,2025-05-13,6,HIIT,56
CI006405,M0390,2025-04-26,16,Yoga,32
CI006406,M0390,2025-08-01,11,Strength Training,66
CI006407,M0390,2025-05-29,7,CrossFit,42
CI006408,M0390,2025-07-29,17,Gym Floor,24
CI006409,M0390,2025-07-11,12,Zumba,66
CI006410,M0390,2025-03-28,16,Zumba,59
CI006411,M0390,2025-05-22,19,Gym Floor,64
CI006412,M0390,2025-07-05,19,Gym Floor,38
CI006413,M0390,2025-03-05,17,Gym Floor,39
CI006414,M0390,2025-08-14,7,Gym Floor,50
CI006415,M0390,2025-03-28,8,Gym Floor,58
CI006416,M0390,2025-06-17,8,Strength Training,42
CI006417,M0390,2025-08-30,17,Strength Training,65
CI006418,M0390,2025-03-31,10,Gym Floor,33
CI006419,M0390,2025-04-19,6,Pilates,74
CI006420,M0390,2025-07-23,21,Gym Floor,37
CI006421,M0390,2025-06-02,16,Zumba,58
CI006422,M0390,2025-08-09,17,Zumba,25
CI006423,M0390,2025-07-27,9,Strength Training,74
CI006424,M0390,2025-03-25,17,Cardio,30
CI006425,M0390,2025-08-17,17,CrossFit,52
CI006426,M0390,2025-07-17,8,Gym Floor,35
CI006427,M0390,2025-06-11,19,HIIT,53
CI006428,M0390,2025-06-24,6,Gym Floor,57
CI006429,M0390,2025-07-26,17,Spin,70
CI006430,M0390,2025-07-27,20,Gym Floor,56
CI006431,M0390,2025-06-13,7,Pilates,59
CI006432,M0390,2025-08-18,10,Gym Floor,63
CI006433,M0390,2025-04-08,16,Cardio,40
CI006434,M0390,2025-03-19,19,Zumba,76
CI006435,M0390,2025-04-26,12,Gym Floor,33
CI006436,M0390,2025-04-07,10,Gym Floor,78
CI006437,M0390,2025-07-11,18,Gym Floor,84
CI006438,M0390,2025-08-11,19,Gym Floor,33
CI006439,M0390,2025-07-17,17,Gym Floor,51
CI006440,M0390,2025-05-06,17,Gym Floor,61
CI006441,M0390,2025-03-30,19,Gym Floor,64
CI006442,M0390,2025-03-29,21,Strength Training,38
CI006443,M0391,2025-04-06,18,Gym Floor,61
CI006444,M0391,2025-03-29,7,Gym Floor,49
CI006445,M0391,2025-04-23,6,Yoga,64
CI006446,M0391,2025-08-28,7,Gym Floor,74
