MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City
M0600,Male,37,35-44,2022-03-29,Annual,33.33,399.99,Active,Yoga,Lahore
M0601,Male,56,55+,2023-08-30,Premium,79.99,79.99,Active,Cardio,Lahore
M0602,Male,63,55+,2024-12-23,Annual,33.33,399.99,Active,HIIT,Rawalpindi
M0603,Female,55,55+,2023-07-24,Basic,29.99,29.99,Active,CrossFit,Rawalpindi
M0604,Male,57,55+,2024-02-22,Basic,29.99,29.99,Cancelled,Cardio,Islamabad
M0605,Male,27,25-34,2022-04-20,Standard,49.99,49.99,Active,Yoga,Rawalpindi
M0606,Female,43,35-44,2023-09-29,Standard,49.99,49.99,Cancelled,Zumba,Karachi
M0607,Male,40,35-44,2022-06-15,Annual,33.33,399.99,Active,Zumba,Islamabad
M0608,Male,27,25-34,2022-04-06,Basic,29.99,29.99,Active,Pilates,Islamabad
M0609,Male,59,55+,2024-12-24,Standard,49.99,49.99,Active,HIIT,Lahore
M0610,Female,29,25-34,2024-02-29,Premium,79.99,79.99,Expired,Zumba,Karachi
M0611,Female,49,45-54,2024-04-10,Basic,29.99,29.99,Expired,Cardio,Karachi
M0612,Male,29,25-34,2024-09-07,Standard,49.99,49.99,Expired,Strength Training,Rawalpindi
M0613,Male,56,55+,2024-01-31,Annual,33.33,399.99,Active,Yoga,Multan
M0614,Male,54,45-54,2023-05-03,Basic,29.99,29.99,Cancelled,Spin,Lahore
M0615,Female,21,18-24,2022-07-07,Standard,49.99,49.99,Expired,CrossFit,Lahore
M0616,Female,55,55+,2024-04-24,Premium,79.99,79.99,Active,Spin,Multan
M0617,Female,55,55+,2024-01-28,Premium,79.99,79.99,Active,CrossFit,Multan
M0618,Male,27,25-34,2022-07-04,Premium,79.99,79.99,Active,Strength Training,Rawalpindi
M0619,Male,42,35-44,2024-04-06,Premium,79.99,79.99,Expired,Zumba,Multan
M0620,Female,39,35-44,2023-12-26,Annual,33.33,399.99,Active,Spin,Karachi
M0621,Male,53,45-54,2022-10-03,Standard,49.99,49.99,Active,Zumba,Faisalabad
M0622,Male,40,35-44,2024-12-17,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad
M0623,Female,45,45-54,2023-11-30,Standard,49.99,49.99,Active,CrossFit,Karachi
M0624,Female,56,55+,2024-01-28,Standard,49.99,49.99,Expired,HIIT,Faisalabad
M0625,Female,38,35-44,2022-08-26,Premium,79.99,79.99,Active,CrossFit,Lahore
M0626,Female,27,25-34,2024-07-24,Basic,29.99,29.99,Expired,Spin,Rawalpindi
M0627,Male,64,55+,2024-07-14,Standard,49.99,49.99,Active,Strength Training,Islamabad
M0628,Male,25,25-34,2022-05-20,Premium,79.99,79.99,Active,Pilates,Rawalpindi
M0629,Female,28,25-34,2022-04-17,Premium,79.99,79.99,Active,Zumba,Lahore
M0630,Female,57,55+,2023-02-20,Standard,49.99,49.99,Cancelled,Pilates,Multan
M0631,Female,25,25-34,2024-08-03,Standard,49.99,49.99,Expired,Strength Training,Islamabad
M0632,Female,19,18-24,2022-05-19,Basic,29.99,29.99,Active,Strength Training,Rawalpindi
M0633,Female,45,45-54,2022-09-30,Premium,79.99,79.99,Active,Zumba,Faisalabad
M0634,Female,49,45-54,2022-06-26,Basic,29.99,29.99,Cancelled,Cardio,Rawalpindi
M0635,Male,57,55+,2022-03-24,Standard,49.99,49.99,Active,Cardio,Lahore
M0636,Male,29,25-34,2022-07-29,Annual,33.33,399.99,Active,CrossFit,Karachi
M0637,Male,64,55+,2024-06-18,Basic,29.99,29.99,Active,Cardio,Multan
M0638,Male,41,35-44,2024-01-19,Standard,49.99,49.99,Active,HIIT,Lahore
M0639,Male,20,18-24,2024-07-04,Premium,79.99,79.99,Expired,Strength Training,Karachi
M0640,Female,58,55+,2023-04-09,Premium,79.99,79.99,Active,HIIT,Karachi
M0641,Male,21,18-24,2022-12-17,Standard,49.99,49.99,Expired,Zumba,Lahore
M0642,Female,37,35-44,2023-11-01,Annual,33.33,399.99,Active,Pilates,Faisalabad
M0643,Female,32,25-34,2023-03-22,Standard,49.99,49.99,Active,Pilates,Rawalpindi
M0644,Male,22,18-24,2024-09-01,Standard,49.99,49.99,Active,Strength Training,Rawalpindi
M0645,Female,45,45-54,2023-04-16,Premium,79.99,79.99,Cancelled,CrossFit,Islamabad
M0646,Female,28,25-34,2022-05-18,Standard,49.99,49.99,Active,Spin,Karachi
M0647,Male,55,55+,2022-11-07,Standard,49.99,49.99,Active,Yoga,Islamabad
M0648,Female,47,45-54,2024-01-22,Premium,79.99,79.99,Expired,Cardio,Rawalpindi
M0649,Other,45,45-54,2023-12-18,Standard,49.99,49.99,Active,Yoga,Karachi
M0650,Female,29,25-34,2023-11-05,Basic,29.99,29.99,Active,Pilates,Faisalabad
M0651,Male,59,55+,2022-04-21,Standard,49.99,49.99,Active,Spin,Lahore
M0652,Male,25,25-34,2022-01-22,Standard,49.99,49.99,Active,Yoga,Lahore
M0653,Female,31,25-34,2023-08-25,Basic,29.99,29.99,Cancelled,Strength Training,Multan
M0654,Female,44,35-44,2022-03-13,Premium,79.99,79.99,Cancelled,Zumba,Faisalabad
M0655,Male,39,35-44,2024-10-12,Annual,33.33,399.99,Active,Zumba,Lahore
M0656,Male,23,18-24,2022-01-26,Annual,33.33,399.99,Active,CrossFit,Karachi
M0657,Male,31,25-34,2022-05-26,Standard,49.99,49.99,Cancelled,CrossFit,Rawalpindi
M0658,Female,64,55+,2024-06-05,Standard,49.99,49.99,Expired,Yoga,Islamabad
M0659,Female,34,25-34,2022-05-02,Premium,79.99,79.99,Cancelled,HIIT,Lahore
M0660,Male,31,25-34,2022-12-21,Standard,49.99,49.99,Active,Zumba,Multan
M0661,Male,21,18-24,2024-03-18,Basic,29.99,29.99,Cancelled,Cardio,Faisalabad
M0662,Male,60,55+,2024-02-10,Basic,29.99,29.99,Active,Zumba,Faisalabad
M0663,Female,56,55+,2024-08-19,Annual,33.33,399.99,Cancelled,Yoga,Islamabad
M0664,Female,22,18-24,2024-03-08,Premium,79.99,79.99,Active,Zumba,Rawalpindi
M0665,Female,47,45-54,2022-06-20,Annual,33.33,399.99,Active,HIIT,Faisalabad
M0666,Male,23,18-24,2023-05-09,Basic,29.99,29.99,Expired,HIIT,Karachi
M0667,Male,23,18-24,2023-08-31,Basic,29.99,29.99,Cancelled,Strength Training,Islamabad
M0668,Male,21,18-24,2024-03-21,Annual,33.33,399.99,Cancelled,Strength Training,Faisalabad
M0669,Male,39,35-44,2023-02-20,Premium,79.99,79.99,Cancelled,Pilates,Islamabad
M0670,Female,29,25-34,2024-08-30,Annual,33.33,399.99,Active,Yoga,Karachi
M0671,Female,27,25-34,2022-04-23,Standard,49.99,49.99,Active,Zumba,Faisalabad
M0672,Male,42,35-44,2024-12-06,Standard,49.99,49.99,Cancelled,Spin,Lahore
M0673,Male,47,45-54,2023-12-19,Premium,79.99,79.99,Expired,Yoga,Lahore
M0674,Male,28,25-34,2022-04-26,Standard,49.99,49.99,Active,Spin,Multan
M0675,Female,19,18-24,2023-11-16,Standard,49.99,49.99,Active,HIIT,Karachi
M0676,Female,35,35-44,2022-02-23,Basic,29.99,29.99,Active,Strength Training,Karachi
M0677,Male,64,55+,2023-10-18,Basic,29.99,29.99,Expired,HIIT,Rawalpindi
M0678,Female,44,35-44,2024-09-25,Basic,29.99,29.99,Active,Zumba,Multan
M0679,Female,60,55+,2023-07-29,Basic,29.99,29.99,Active,Spin,Lahore
M0680,Male,43,35-44,2023-01-11,Basic,29.99,29.99,Active,Cardio,Multan
M0681,Female,31,25-34,2022-03-17,Basic,29.99,29.99,Active,Spin,Rawalpindi
M0682,Female,63,55+,2024-03-07,Standard,49.99,49.99,Active,Spin,Karachi
M0683,Male,46,45-54,2024-11-10,Premium,79.99,79.99,Expired,Pilates,Rawalpindi
M0684,Female,53,45-54,2024-07-06,Basic,29.99,29.99,Active,Strength Training,Karachi
M0685,Female,53,45-54,2023-10-15,Basic,29.99,29.99,Cancelled,Cardio,Rawalpindi
M0686,Female,23,18-24,2024-04-20,Basic,29.99,29.99,Active,Zumba,Lahore
M0687,Male,35,35-44,2022-05-28,Premium,79.99,79.99,Cancelled,Zumba,Multan
M0688,Male,51,45-54,2022-10-05,Premium,79.99,79.99,Active,Yoga,Karachi
M0689,Female,48,45-54,2022-05-15,Basic,29.99,29.99,Active,Yoga,Faisalabad
M0690,Male,19,18-24,2023-02-19,Basic,29.99,29.99,Active,HIIT,Karachi
M0691,Female,33,25-34,2022-07-13,Standard,49.99,49.99,Expired,Zumba,Faisalabad
M0692,Female,38,35-44,2024-07-15,Premium,79.99,79.99,Cancelled,HIIT,Karachi
M0693,Male,45,45-54,2024-06-26,Basic,29.99,29.99,Cancelled,Zumba,Rawalpindi
M0694,Male,21,18-24,2023-09-10,Premium,79.99,79.99,Expired,HIIT,Islamabad
M0695,Male,29,25-34,2024-03-28,Premium,79.99,79.99,Cancelled,Strength Training,Lahore
M0696,Male,47,45-54,2022-07-01,Standard,49.99,49.99,Expired,Cardio,Lahore
M0697,Female,30,25-34,2024-02-17,Premium,79.99,79.99,Active,Pilates,Karachi
M0698,Male,39,35-44,2022-10-30,Basic,29.99,29.99,Active,HIIT,Islamabad
M0699,Male,19,18-24,2022-12-02,Standard,49.99,49.99,Active,Yoga,Rawalpindi
M0700,Male,37,35-44,2022-07-20,Standard,49.99,49.99,Cancelled,HIIT,Lahore
M0701,Male,19,18-24,2024-07-11,Standard,49.99,49.99,Cancelled,Cardio,Faisalabad
M0702,Male,63,55+,2022-05-05,Basic,29.99,29.99,Active,HIIT,Multan
M0703,Female,23,18-24,2023-11-05,Annual,33.33,399.99,Active,Cardio,Multan
M0704,Male,42,35-44,2022-07-25,Premium,79.99,79.99,Cancelled,Spin,Rawalpindi
M0705,Female,49,45-54,2022-05-28,Annual,33.33,399.99,Active,CrossFit,Islamabad
M0706,Male,31,25-34,2024-08-22,Premium,79.99,79.99,Expired,Pilates,Multan
M0707,Male,31,25-34,2023-01-31,Standard,49.99,49.99,Expired,Pilates,Rawalpindi
M0708,Male,22,18-24,2023-11-12,Standard,49.99,49.99,Active,Cardio,Islamabad
M0709,Male,48,45-54,2022-07-25,Basic,29.99,29.99,Active,Cardio,Islamabad
M0710,Female,37,35-44,2022-07-09,Standard,49.99,49.99,Cancelled,Yoga,Faisalabad
M0711,Female,19,18-24,2022-11-22,Premium,79.99,79.99,Active,Cardio,Islamabad
M0712,Male,40,35-44,2022-03-13,Basic,29.99,29.99,Active,Zumba,Multan
M0713,Male,63,55+,2022-02-23,Annual,33.33,399.99,Cancelled,Zumba,Karachi
M0714,Female,23,18-24,2022-05-09,Standard,49.99,49.99,Expired,CrossFit,Islamabad
M0715,Female,61,55+,2022-05-11,Premium,79.99,79.99,Expired,Spin,Rawalpindi
M0716,Female,36,35-44,2025-01-01,Premium,79.99,79.99,Active,Spin,Islamabad
M0717,Male,45,45-54,2023-10-15,Premium,79.99,79.99,Expired,Spin,Faisalabad
M0718,Female,59,55+,2024-12-02,Basic,29.99,29.99,Active,Strength Training,Karachi
M0719,Female,36,35-44,2022-10-26,Basic,29.99,29.99,Expired,Strength Training,Rawalpindi
M0720,Female,44,35-44,2023-03-15,Basic,29.99,29.99,Expired,HIIT,Islamabad
M0721,Male,59,55+,2024-06-20,Basic,29.99,29.99,Active,Strength Training,Islamabad
M0722,Female,28,25-34,2022-02-21,Premium,79.99,79.99,Active,Cardio,Lahore
M0723,Female,63,55+,2023-10-14,Standard,49.99,49.99,Cancelled,CrossFit,Lahore
M0724,Male,21,18-24,2023-08-24,Premium,79.99,79.99,Active,Yoga,Multan
M0725,Male,62,55+,2023-06-07,Standard,49.99,49.99,Expired,Cardio,Islamabad
M0726,Male,46,45-54,2023-01-02,Standard,49.99,49.99,Cancelled,Cardio,Multan
M0727,Male,20,18-24,2022-11-30,Basic,29.99,29.99,Active,Pilates,Rawalpindi
M0728,Male,55,55+,2023-11-16,Basic,29.99,29.99,Cancelled,Zumba,Faisalabad
M0729,Male,40,35-44,2023-07-30,Standard,49.99,49.99,Active,Zumba,Multan
M0730,Female,24,18-24,2024-10-05,Basic,29.99,29.99,Active,HIIT,Multan
M0731,Male,51,45-54,2024-03-30,Basic,29.99,29.99,Active,Cardio,Islamabad
M0732,Male,47,45-54,2023-05-17,Basic,29.99,29.99,Expired,Spin,Islamabad
M0733,Female,60,55+,2024-07-08,Premium,79.99,79.99,Active,Pilates,Lahore
M0734,Female,48,45-54,2023-05-23,Annual,33.33,399.99,Active,Yoga,Multan
M0735,Male,39,35-44,2024-11-28,Standard,49.99,49.99,Active,Cardio,Rawalpindi
M0736,Female,24,18-24,2022-08-10,Standard,49.99,49.99,Active,Zumba,Karachi
M0737,Male,61,55+,2023-08-22,Standard,49.99,49.99,Active,Pilates,Islamabad
M0738,Male,59,55+,2023-08-30,Annual,33.33,399.99,Active,Spin,Rawalpindi
M0739,Male,38,35-44,2024-05-11,Basic,29.99,29.99,Cancelled,Spin,Lahore
M0740,Male,56,55+,2024-01-17,Basic,29.99,29.99,Active,Pilates,Karachi
M0741,Male,55,55+,2022-09-16,Basic,29.99,29.99,Active,Yoga,Rawalpindi
M0742,Male,21,18-24,2023-01-13,Standard,49.99,49.99,Active,Spin,Multan
M0743,Male,38,35-44,2023-01-18,Standard,49.99,49.99,Expired,CrossFit,Multan
M0744,Male,26,25-34,2022-08-12,Basic,29.99,29.99,Expired,Pilates,Faisalabad
M0745,Female,27,25-34,2023-12-28,Premium,79.99,79.99,Active,HIIT,Faisalabad
M0746,Male,45,45-54,2022-05-03,Basic,29.99,29.99,Active,Strength Training,Multan
M0747,Male,20,18-24,2023-09-15,Annual,33.33,399.99,Cancelled,Zumba,Karachi
M0748,Male,20,18-24,2022-12-06,Standard,49.99,49.99,Active,Zumba,Faisalabad
M0749,Male,24,18-24,2022-01-09,Standard,49.99,49.99,Cancelled,Pilates,Karachi
M0750,Female,60,55+,2022-04-23,Standard,49.99,49.99,Active,CrossFit,Lahore
M0751,Female,43,35-44,2022-11-02,Basic,29.99,29.99,Active,Pilates,Lahore
M0752,Female,64,55+,2023-02-24,Standard,49.99,49.99,Cancelled,Yoga,Karachi
M0753,Female,45,45-54,2023-10-20,Premium,79.99,79.99,Active,Strength Training,Lahore
M0754,Male,21,18-24,2022-08-20,Premium,79.99,79.99,Expired,HIIT,Islamabad
M0755,Male,56,55+,2024-07-10,Standard,49.99,49.99,Expired,Spin,Faisalabad
M0756,Female,19,18-24,2022-05-28,Basic,29.99,29.99,Expired,Spin,Karachi
M0757,Male,64,55+,2022-06-24,Annual,33.33,399.99,Active,Strength Training,Islamabad
M0758,Female,31,25-34,2022-02-04,Standard,49.99,49.99,Expired,Cardio,Lahore
M0759,Male,40,35-44,2023-12-06,Standard,49.99,49.99,Cancelled,Strength Training,Karachi
M0760,Female,50,45-54,2022-03-17,Premium,79.99,79.99,Active,Strength Training,Rawalpindi
M0761,Male,52,45-54,2022-09-10,Basic,29.99,29.99,Cancelled,Strength Training,Multan
M0762,Male,52,45-54,2024-10-16,Annual,33.33,399.99,Active,Pilates,Rawalpindi
M0763,Male,42,35-44,2022-08-02,Annual,33.33,399.99,Cancelled,Pilates,Islamabad
M0764,Male,49,45-54,2022-03-05,Premium,79.99,79.99,Expired,Strength Training,Karachi
M0765,Male,61,55+,2022-11-09,Basic,29.99,29.99,Active,Strength Training,Islamabad
M0766,Male,44,35-44,2023-11-13,Standard,49.99,49.99,Active,Yoga,Faisalabad
M0767,Female,57,55+,2022-04-19,Standard,49.99,49.99,Active,Spin,Lahore
M0768,Female,45,45-54,2022-12-09,Standard,49.99,49.99,Cancelled,Yoga,Karachi
M0769,Male,55,55+,2022-02-27,Basic,29.99,29.99,Active,Strength Training,Multan
M0770,Male,52,45-54,2024-04-13,Annual,33.33,399.99,Active,Strength Training,Karachi
M0771,Male,18,18-24,2024-06-11,Basic,29.99,29.99,Active,Spin,Lahore
M0772,Female,33,25-34,2023-05-23,Basic,29.99,29.99,Expired,Strength Training,Islamabad
M0773,Male,18,18-24,2024-11-14,Premium,79.99,79.99,Cancelled,Yoga,Karachi
M0774,Female,62,55+,2024-05-21,Basic,29.99,29.99,Active,HIIT,Multan
M0775,Female,59,55+,2024-05-22,Basic,29.99,29.99,Active,Yoga,Rawalpindi
M0776,Female,26,25-34,2022-10-01,Basic,29.99,29.99,Active,Cardio,Lahore
M0777,Male,33,25-34,2023-09-13,Premium,79.99,79.99,Cancelled,Yoga,Rawalpindi
M0778,Female,35,35-44,2024-12-28,Standard,49.99,49.99,Expired,Spin,Faisalabad
M0779,Male,48,45-54,2024-02-11,Annual,33.33,399.99,Active,Strength Training,Multan
M0780,Female,52,45-54,2024-02-07,Annual,33.33,399.99,Active,HIIT,Faisalabad
M0781,Female,26,25-34,2023-01-11,Standard,49.99,49.99,Active,HIIT,Multan
M0782,Male,56,55+,2023-07-26,Basic,29.99,29.99,Cancelled,Spin,Multan
M0783,Female,48,45-54,2022-06-28,Annual,33.33,399.99,Active,Cardio,Lahore
M0784,Female,56,55+,2023-05-08,Premium,79.99,79.99,Expired,Zumba,Multan
M0785,Female,37,35-44,2023-11-29,Basic,29.99,29.99,Active,Strength Training,Multan
M0786,Female,33,25-34,2024-08-13,Basic,29.99,29.99,Active,Yoga,Rawalpindi
M0787,Male,31,25-34,2024-11-04,Premium,79.99,79.99,Cancelled,Pilates,Rawalpindi
M0788,Female,57,55+,2023-04-12,Premium,79.99,79.99,Cancelled,HIIT,Rawalpindi
M0789,Female,30,25-34,2023-08-18,Annual,33.33,399.99,Active,HIIT,Karachi
M0790,Female,40,35-44,2023-07-02,Basic,29.99,29.99,Expired,Pilates,Lahore
M0791,Male,51,45-54,2023-11-17,Standard,49.99,49.99,Active,Strength Training,Multan
M0792,Female,56,55+,2022-03-19,Standard,49.99,49.99,Active,CrossFit,Islamabad
M0793,Female,46,45-54,2024-12-18,Premium,79.99,79.99,Cancelled,CrossFit,Multan
M0794,Male,62,55+,2023-12-09,Standard,49.99,49.99,Expired,Strength Training,Lahore
M0795,Female,58,55+,2023-04-09,Premium,79.99,79.99,Active,HIIT,Faisalabad
M0796,Male,34,25-34,2023-11-21,Standard,49.99,49.99,Expired,Spin,Islamabad
M0797,Female,31,25-34,2023-01-07,Annual,33.33,399.99,Active,Spin,Faisalabad
M0798,Female,40,35-44,2023-02-19,Basic,29.99,29.99,Active,Pilates,Multan
M0799,Female,25,25-34,2024-11-16,Premium,79.99,79.99,Expired,Pilates,Faisalabad
M0800,Female,47,45-54,2024-09-10,Annual,33.33,399.99,Active,Spin,Lahore
