MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City,TenureMonths,IsActive
M0530,Female,52,45-54,2024-04-21,Basic,29.99,29.99,Active,Spin,Lahore,16.4,1
M0531,Male,26,25-34,2023-01-02,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,32.0,1
M0532,Male,37,35-44,2022-02-12,Standard,49.99,49.99,Active,Zumba,Lahore,42.6,1
M0533,Male,64,55+,2024-01-27,Annual,33.33,399.99,Active,Yoga,Lahore,19.2,1
M0534,Male,28,25-34,2022-03-10,Basic,29.99,29.99,Cancelled,Strength Training,Multan,41.8,0
M0535,Female,27,25-34,2022-11-27,Standard,49.99,49.99,Active,Zumba,Islamabad,33.1,1
M0536,Male,27,25-34,2022-11-15,Standard,49.99,49.99,Active,Zumba,Islamabad,33.5,1
M0537,Female,23,18-24,2023-11-22,Premium,79.99,79.99,Active,Zumba,Lahore,21.3,1
M0538,Female,35,35-44,2024-03-06,Annual,33.33,399.99,Expired,Spin,Karachi,17.9,0
M0539,Male,55,55+,2023-03-21,Annual,33.33,399.99,Active,Cardio,Karachi,29.4,1
M0540,Female,28,25-34,2022-04-02,Standard,49.99,49.99,Active,Spin,Rawalpindi,41.0,1
M0541,Female,41,35-44,2022-09-13,Standard,49.99,49.99,Active,Zumba,Lahore,35.6,1
M0542,Female,18,18-24,2024-04-02,Premium,79.99,79.99,Active,Spin,Faisalabad,17.0,1
M0543,Female,24,18-24,2023-10-07,Premium,79.99,79.99,Cancelled,Zumba,Rawalpindi,22.8,0
M0544,Male,29,25-34,2024-03-13,Premium,79.99,79.99,Active,CrossFit,Karachi,17.6,1
M0545,Female,41,35-44,2022-10-04,Premium,79.99,79.99,Active,Zumba,Multan,34.9,1
M0546,Male,63,55+,2023-06-28,Premium,79.99,79.99,Expired,HIIT,Karachi,26.1,0
M0547,Male,26,25-34,2024-03-17,Basic,29.99,29.99,Active,Spin,Islamabad,17.5,1
M0548,Female,59,55+,2024-11-28,Basic,29.99,29.99,Cancelled,Cardio,Islamabad,9.1,0
M0549,Male,46,45-54,2023-02-18,Standard,49.99,49.99,Expired,Zumba,Faisalabad,30.4,0
M0550,Male,40,35-44,2023-11-03,Premium,79.99,79.99,Active,Zumba,Faisalabad,21.9,1
M0551,Male,47,45-54,2023-03-26,Standard,49.99,49.99,Expired,Yoga,Multan,29.2,0
M0552,Male,31,25-34,2023-12-22,Standard,49.99,49.99,Expired,Zumba,Rawalpindi,20.3,0
M0553,Male,45,45-54,2022-04-25,Basic,29.99,29.99,Active,Zumba,Multan,40.2,1
M0554,Female,41,35-44,2022-05-27,Standard,49.99,49.99,Expired,Spin,Lahore,39.2,0
M0555,Female,57,55+,2024-08-15,Annual,33.33,399.99,Active,Yoga,Faisalabad,12.5,1
M0556,Female,18,18-24,2024-08-03,Standard,49.99,49.99,Active,CrossFit,Faisalabad,12.9,1
M0557,Male,46,45-54,2023-07-14,Standard,49.99,49.99,Active,CrossFit,Karachi,25.6,1
M0558,Male,20,18-24,2022-01-17,Basic,29.99,29.99,Active,Yoga,Faisalabad,43.5,1
M0559,Female,42,35-44,2022-07-12,Basic,29.99,29.99,Expired,Strength Training,Faisalabad,37.7,0
M0560,Female,45,45-54,2023-02-20,Premium,79.99,79.99,Cancelled,CrossFit,Lahore,30.4,0
M0561,Male,61,55+,2023-05-20,Annual,33.33,399.99,Active,Yoga,Multan,27.4,1
M0562,Male,32,25-34,2022-12-05,Premium,79.99,79.99,Active,Spin,Multan,32.9,1
M0563,Male,19,18-24,2023-06-26,Standard,49.99,49.99,Active,Pilates,Multan,26.2,1
M0564,Male,32,25-34,2023-12-17,Basic,29.99,29.99,Expired,Yoga,Lahore,20.5,0
M0565,Male,32,25-34,2023-11-16,Standard,49.99,49.99,Active,Spin,Islamabad,21.5,1
M0566,Male,57,55+,2022-11-19,Basic,29.99,29.99,Active,Pilates,Rawalpindi,33.4,1
M0567,Male,44,35-44,2024-04-22,Premium,79.99,79.99,Expired,HIIT,Multan,16.3,0
M0568,Female,51,45-54,2023-07-15,Standard,49.99,49.99,Expired,Zumba,Lahore,25.6,0
M0569,Female,56,55+,2022-09-07,Standard,49.99,49.99,Active,Cardio,Lahore,35.8,1
M0570,Female,24,18-24,2023-04-30,Basic,29.99,29.99,Expired,Zumba,Rawalpindi,28.1,0
M0571,Female,48,45-54,2024-07-13,Basic,29.99,29.99,Active,CrossFit,Karachi,13.6,1
M0572,Male,59,55+,2024-03-14,Annual,33.33,399.99,Active,Spin,Faisalabad,17.6,1
M0573,Female,57,55+,2022-09-24,Basic,29.99,29.99,Active,HIIT,Multan,35.2,1
M0574,Female,32,25-34,2024-01-04,Annual,33.33,399.99,Active,HIIT,Karachi,19.9,1
M0575,Male,49,45-54,2023-01-31,Standard,49.99,49.99,Active,Pilates,Multan,31.0,1
M0576,Male,47,45-54,2023-05-20,Basic,29.99,29.99,Cancelled,Pilates,Faisalabad,27.4,0
M0577,Female,44,35-44,2022-06-05,Standard,49.99,49.99,Active,Pilates,Karachi,38.9,1
M0578,Female,49,45-54,2024-09-25,Premium,79.99,79.99,Cancelled,Pilates,Rawalpindi,11.2,0
M0579,Male,18,18-24,2022-12-06,Standard,49.99,49.99,Active,Pilates,Multan,32.9,1
M0580,Female,22,18-24,2024-06-11,Annual,33.33,399.99,Active,Pilates,Karachi,14.7,1
M0581,Female,57,55+,2024-06-20,Standard,49.99,49.99,Active,Zumba,Faisalabad,14.4,1
M0582,Female,50,45-54,2022-08-18,Basic,29.99,29.99,Expired,CrossFit,Multan,36.5,0
M0583,Female,48,45-54,2023-11-19,Premium,79.99,79.99,Cancelled,Spin,Karachi,21.4,0
M0584,Male,33,25-34,2022-12-31,Standard,49.99,49.99,Expired,Yoga,Islamabad,32.0,0
M0585,Male,28,25-34,2024-10-08,Annual,33.33,399.99,Expired,Cardio,Faisalabad,10.8,0
M0586,Female,41,35-44,2024-03-13,Basic,29.99,29.99,Active,CrossFit,Rawalpindi,17.6,1
M0587,Female,20,18-24,2022-07-26,Standard,49.99,49.99,Active,Spin,Faisalabad,37.2,1
M0588,Female,46,45-54,2022-05-18,Standard,49.99,49.99,Active,Strength Training,Karachi,39.5,1
M0589,Female,36,35-44,2022-03-15,Basic,29.99,29.99,Expired,Strength Training,Multan,41.6,0
M0590,Other,22,18-24,2024-09-20,Standard,49.99,49.99,Active,Cardio,Karachi,11.4,1
M0591,Female,28,25-34,2022-06-19,Premium,79.99,79.99,Expired,Spin,Karachi,38.4,0
M0592,Female,38,35-44,2023-11-25,Standard,49.99,49.99,Cancelled,Zumba,Lahore,21.2,0
M0593,Female,27,25-34,2023-07-25,Premium,79.99,79.99,Expired,Yoga,Rawalpindi,25.3,0
M0594,Female,39,35-44,2022-07-12,Basic,29.99,29.99,Expired,Yoga,Faisalabad,37.7,0
M0595,Female,50,45-54,2023-03-06,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,29.9,1
M0596,Male,43,35-44,2023-06-16,Annual,33.33,399.99,Active,Spin,Karachi,26.5,1
M0597,Female,43,35-44,2024-03-15,Premium,79.99,79.99,Expired,Cardio,Islamabad,17.6,0
M0598,Female,47,45-54,2023-10-22,Basic,29.99,29.99,Active,Cardio,Rawalpindi,22.3,1
M0599,Male,24,18-24,2023-03-15,Annual,33.33,399.99,Active,Strength Training,Islamabad,29.6,1
M0600,Male,37,35-44,2022-03-29,Annual,33.33,399.99,Active,Yoga,Lahore,41.1,1
M0601,Male,56,55+,2023-08-30,Premium,79.99,79.99,Active,Cardio,Lahore,24.1,1
M0602,Male,63,55+,2024-12-23,Annual,33.33,399.99,Active,HIIT,Rawalpindi,8.3,1
M0603,Female,55,55+,2023-07-24,Basic,29.99,29.99,Active,CrossFit,Rawalpindi,25.3,1
M0604,Male,57,55+,2024-02-22,Basic,29.99,29.99,Cancelled,Cardio,Islamabad,18.3,0
M0605,Male,27,25-34,2022-04-20,Standard,49.99,49.99,Active,Yoga,Rawalpindi,40.4,1
M0606,Female,43,35-44,2023-09-29,Standard,49.99,49.99,Cancelled,Zumba,Karachi,23.1,0
M0607,Male,40,35-44,2022-06-15,Annual,33.33,399.99,Active,Zumba,Islamabad,38.6,1
M0608,Male,27,25-34,2022-04-06,Basic,29.99,29.99,Active,Pilates,Islamabad,40.9,1
M0609,Male,59,55+,2024-12-24,Standard,49.99,49.99,Active,HIIT,Lahore,8.2,1
M0610,Female,29,25-34,2024-02-29,Premium,79.99,79.99,Expired,Zumba,Karachi,18.1,0
M0611,Female,49,45-54,2024-04-10,Basic,29.99,29.99,Expired,Cardio,Karachi,16.7,0
M0612,Male,29,25-34,2024-09-07,Standard,49.99,49.99,Expired,Strength Training,Rawalpindi,11.8,0
M0613,Male,56,55+,2024-01-31,Annual,33.33,399.99,Active,Yoga,Multan,19.0,1
M0614,Male,54,45-54,2023-05-03,Basic,29.99,29.99,Cancelled,Spin,Lahore,28.0,0
M0615,Female,21,18-24,2022-07-07,Standard,49.99,49.99,Expired,CrossFit,Lahore,37.8,0
M0616,Female,55,55+,2024-04-24,Premium,79.99,79.99,Active,Spin,Multan,16.3,1
M0617,Female,55,55+,2024-01-28,Premium,79.99,79.99,Active,CrossFit,Multan,19.1,1
M0618,Male,27,25-34,2022-07-04,Premium,79.99,79.99,Active,Strength Training,Rawalpindi,37.9,1
M0619,Male,42,35-44,2024-04-06,Premium,79.99,79.99,Expired,Zumba,Multan,16.9,0
M0620,Female,39,35-44,2023-12-26,Annual,33.33,399.99,Active,Spin,Karachi,20.2,1
M0621,Male,53,45-54,2022-10-03,Standard,49.99,49.99,Active,Zumba,Faisalabad,35.0,1
M0622,Male,40,35-44,2024-12-17,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,8.5,0
M0623,Female,45,45-54,2023-11-30,Standard,49.99,49.99,Active,CrossFit,Karachi,21.1,1
M0624,Female,56,55+,2024-01-28,Standard,49.99,49.99,Expired,HIIT,Faisalabad,19.1,0
M0625,Female,38,35-44,2022-08-26,Premium,79.99,79.99,Active,CrossFit,Lahore,36.2,1
M0626,Female,27,25-34,2024-07-24,Basic,29.99,29.99,Expired,Spin,Rawalpindi,13.3,0
M0627,Male,64,55+,2024-07-14,Standard,49.99,49.99,Active,Strength Training,Islamabad,13.6,1
M0628,Male,25,25-34,2022-05-20,Premium,79.99,79.99,Active,Pilates,Rawalpindi,39.4,1
M0629,Female,28,25-34,2022-04-17,Premium,79.99,79.99,Active,Zumba,Lahore,40.5,1
M0630,Female,57,55+,2023-02-20,Standard,49.99,49.99,Cancelled,Pilates,Multan,30.4,0
M0631,Female,25,25-34,2024-08-03,Standard,49.99,49.99,Expired,Strength Training,Islamabad,12.9,0
M0632,Female,19,18-24,2022-05-19,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,39.5,1
M0633,Female,45,45-54,2022-09-30,Premium,79.99,79.99,Active,Zumba,Faisalabad,35.1,1
M0634,Female,49,45-54,2022-06-26,Basic,29.99,29.99,Cancelled,Cardio,Rawalpindi,38.2,0
M0635,Male,57,55+,2022-03-24,Standard,49.99,49.99,Active,Cardio,Lahore,41.3,1
M0636,Male,29,25-34,2022-07-29,Annual,33.33,399.99,Active,CrossFit,Karachi,37.1,1
M0637,Male,64,55+,2024-06-18,Basic,29.99,29.99,Active,Cardio,Multan,14.5,1
M0638,Male,41,35-44,2024-01-19,Standard,49.99,49.99,Active,HIIT,Lahore,19.4,1
M0639,Male,20,18-24,2024-07-04,Premium,79.99,79.99,Expired,Strength Training,Karachi,13.9,0
M0640,Female,58,55+,2023-04-09,Premium,79.99,79.99,Active,HIIT,Karachi,28.8,1
M0641,Male,21,18-24,2022-12-17,Standard,49.99,49.99,Expired,Zumba,Lahore,32.5,0
M0642,Female,37,35-44,2023-11-01,Annual,33.33,399.99,Active,Pilates,Faisalabad,22.0,1
M0643,Female,32,25-34,2023-03-22,Standard,49.99,49.99,Active,Pilates,Rawalpindi,29.4,1
M0644,Male,22,18-24,2024-09-01,Standard,49.99,49.99,Active,Strength Training,Rawalpindi,12.0,1
M0645,Female,45,45-54,2023-04-16,Premium,79.99,79.99,Cancelled,CrossFit,Islamabad,28.5,0
M0646,Female,28,25-34,2022-05-18,Standard,49.99,49.99,Active,Spin,Karachi,39.5,1
M0647,Male,55,55+,2022-11-07,Standard,49.99,49.99,Active,Yoga,Islamabad,33.8,1
M0648,Female,47,45-54,2024-01-22,Premium,79.99,79.99,Expired,Cardio,Rawalpindi,19.3,0
M0649,Other,45,45-54,2023-12-18,Standard,49.99,49.99,Active,Yoga,Karachi,20.5,1
M0650,Female,29,25-34,2023-11-05,Basic,29.99,29.99,Active,Pilates,Faisalabad,21.9,1
M0651,Male,59,55+,2022-04-21,Standard,49.99,49.99,Active,Spin,Lahore,40.4,1
M0652,Male,25,25-34,2022-01-22,Standard,49.99,49.99,Active,Yoga,Lahore,43.3,1
M0653,Female,31,25-34,2023-08-25,Basic,29.99,29.99,Cancelled,Strength Training,Multan,24.2,0
M0654,Female,44,35-44,2022-03-13,Premium,79.99,79.99,Cancelled,Zumba,Faisalabad,41.7,0
M0655,Male,39,35-44,2024-10-12,Annual,33.33,399.99,Active,Zumba,Lahore,10.6,1
M0656,Male,23,18-24,2022-01-26,Annual,33.33,399.99,Active,CrossFit,Karachi,43.2,1
M0657,Male,31,25-34,2022-05-26,Standard,49.99,49.99,Cancelled,CrossFit,Rawalpindi,39.2,0
M0658,Female,64,55+,2024-06-05,Standard,49.99,49.99,Expired,Yoga,Islamabad,14.9,0
M0659,Female,34,25-34,2022-05-02,Premium,79.99,79.99,Cancelled,HIIT,Lahore,40.0,0
M0660,Male,31,25-34,2022-12-21,Standard,49.99,49.99,Active,Zumba,Multan,32.4,1
M0661,Male,21,18-24,2024-03-18,Basic,29.99,29.99,Cancelled,Cardio,Faisalabad,17.5,0
M0662,Male,60,55+,2024-02-10,Basic,29.99,29.99,Active,Zumba,Faisalabad,18.7,1
M0663,Female,56,55+,2024-08-19,Annual,33.33,399.99,Cancelled,Yoga,Islamabad,12.4,0
M0664,Female,22,18-24,2024-03-08,Premium,79.99,79.99,Active,Zumba,Rawalpindi,17.8,1
M0665,Female,47,45-54,2022-06-20,Annual,33.33,399.99,Active,HIIT,Faisalabad,38.4,1
M0666,Male,23,18-24,2023-05-09,Basic,29.99,29.99,Expired,HIIT,Karachi,27.8,0
M0667,Male,23,18-24,2023-08-31,Basic,29.99,29.99,Cancelled,Strength Training,Islamabad,24.0,0
M0668,Male,21,18-24,2024-03-21,Annual,33.33,399.99,Cancelled,Strength Training,Faisalabad,17.4,0
M0669,Male,39,35-44,2023-02-20,Premium,79.99,79.99,Cancelled,Pilates,Islamabad,30.4,0
M0670,Female,29,25-34,2024-08-30,Annual,33.33,399.99,Active,Yoga,Karachi,12.1,1
M0671,Female,27,25-34,2022-04-23,Standard,49.99,49.99,Active,Zumba,Faisalabad,40.3,1
M0672,Male,42,35-44,2024-12-06,Standard,49.99,49.99,Cancelled,Spin,Lahore,8.8,0
M0673,Male,47,45-54,2023-12-19,Premium,79.99,79.99,Expired,Yoga,Lahore,20.4,0
M0674,Male,28,25-34,2022-04-26,Standard,49.99,49.99,Active,Spin,Multan,40.2,1
M0675,Female,19,18-24,2023-11-16,Standard,49.99,49.99,Active,HIIT,Karachi,21.5,1
M0676,Female,35,35-44,2022-02-23,Basic,29.99,29.99,Active,Strength Training,Karachi,42.2,1
M0677,Male,64,55+,2023-10-18,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,22.5,0
M0678,Female,44,35-44,2024-09-25,Basic,29.99,29.99,Active,Zumba,Multan,11.2,1
M0679,Female,60,55+,2023-07-29,Basic,29.99,29.99,Active,Spin,Lahore,25.1,1
M0680,Male,43,35-44,2023-01-11,Basic,29.99,29.99,Active,Cardio,Multan,31.7,1
M0681,Female,31,25-34,2022-03-17,Basic,29.99,29.99,Active,Spin,Rawalpindi,41.5,1
M0682,Female,63,55+,2024-03-07,Standard,49.99,49.99,Active,Spin,Karachi,17.8,1
M0683,Male,46,45-54,2024-11-10,Premium,79.99,79.99,Expired,Pilates,Rawalpindi,9.7,0
M0684,Female,53,45-54,2024-07-06,Basic,29.99,29.99,Active,Strength Training,Karachi,13.9,1
M0685,Female,53,45-54,2023-10-15,Basic,29.99,29.99,Cancelled,Cardio,Rawalpindi,22.6,0
M0686,Female,23,18-24,2024-04-20,Basic,29.99,29.99,Active,Zumba,Lahore,16.4,1
M0687,Male,35,35-44,2022-05-28,Premium,79.99,79.99,Cancelled,Zumba,Multan,39.2,0
M0688,Male,51,45-54,2022-10-05,Premium,79.99,79.99,Active,Yoga,Karachi,34.9,1
M0689,Female,48,45-54,2022-05-15,Basic,29.99,29.99,Active,Yoga,Faisalabad,39.6,1
M0690,Male,19,18-24,2023-02-19,Basic,29.99,29.99,Active,HIIT,Karachi,30.4,1
M0691,Female,33,25-34,2022-07-13,Standard,49.99,49.99,Expired,Zumba,Faisalabad,37.6,0
M0692,Female,38,35-44,2024-07-15,Premium,79.99,79.99,Cancelled,HIIT,Karachi,13.6,0
M0693,Male,45,45-54,2024-06-26,Basic,29.99,29.99,Cancelled,Zumba,Rawalpindi,14.2,0
M0694,Male,21,18-24,2023-09-10,Premium,79.99,79.99,Expired,HIIT,Islamabad,23.7,0
M0695,Male,29,25-34,2024-03-28,Premium,79.99,79.99,Cancelled,Strength Training,Lahore,17.1,0
M0696,Male,47,45-54,2022-07-01,Standard,49.99,49.99,Expired,Cardio,Lahore,38.0,0
M0697,Female,30,25-34,2024-02-17,Premium,79.99,79.99,Active,Pilates,Karachi,18.5,1
M0698,Male,39,35-44,2022-10-30,Basic,29.99,29.99,Active,HIIT,Islamabad,34.1,1
M0699,Male,19,18-24,2022-12-02,Standard,49.99,49.99,Active,Yoga,Rawalpindi,33.0,1
M0700,Male,37,35-44,2022-07-20,Standard,49.99,49.99,Cancelled,HIIT,Lahore,37.4,0
M0701,Male,19,18-24,2024-07-11,Standard,49.99,49.99,Cancelled,Cardio,Faisalabad,13.7,0
M0702,Male,63,55+,2022-05-05,Basic,29.99,29.99,Active,HIIT,Multan,39.9,1
M0703,Female,23,18-24,2023-11-05,Annual,33.33,399.99,Active,Cardio,Multan,21.9,1
M0704,Male,42,35-44,2022-07-25,Premium,79.99,79.99,Cancelled,Spin,Rawalpindi,37.3,0
M0705,Female,49,45-54,2022-05-28,Annual,33.33,399.99,Active,CrossFit,Islamabad,39.2,1
M0706,Male,31,25-34,2024-08-22,Premium,79.99,79.99,Expired,Pilates,Multan,12.3,0
M0707,Male,31,25-34,2023-01-31,Standard,49.99,49.99,Expired,Pilates,Rawalpindi,31.0,0
M0708,Male,22,18-24,2023-11-12,Standard,49.99,49.99,Active,Cardio,Islamabad,21.6,1
M0709,Male,48,45-54,2022-07-25,Basic,29.99,29.99,Active,Cardio,Islamabad,37.3,1
M0710,Female,37,35-44,2022-07-09,Standard,49.99,49.99,Cancelled,Yoga,Faisalabad,37.8,0
M0711,Female,19,18-24,2022-11-22,Premium,79.99,79.99,Active,Cardio,Islamabad,33.3,1
M0712,Male,40,35-44,2022-03-13,Basic,29.99,29.99,Active,Zumba,Multan,41.7,1
M0713,Male,63,55+,2022-02-23,Annual,33.33,399.99,Cancelled,Zumba,Karachi,42.2,0
M0714,Female,23,18-24,2022-05-09,Standard,49.99,49.99,Expired,CrossFit,Islamabad,39.8,0
M0715,Female,61,55+,2022-05-11,Premium,79.99,79.99,Expired,Spin,Rawalpindi,39.7,0
M0716,Female,36,35-44,2025-01-01,Premium,79.99,79.99,Active,Spin,Islamabad,8.0,1
M0717,Male,45,45-54,2023-10-15,Premium,79.99,79.99,Expired,Spin,Faisalabad,22.6,0
M0718,Female,59,55+,2024-12-02,Basic,29.99,29.99,Active,Strength Training,Karachi,9.0,1
M0719,Female,36,35-44,2022-10-26,Basic,29.99,29.99,Expired,Strength Training,Rawalpindi,34.2,0
M0720,Female,44,35-44,2023-03-15,Basic,29.99,29.99,Expired,HIIT,Islamabad,29.6,0
M0721,Male,59,55+,2024-06-20,Basic,29.99,29.99,Active,Strength Training,Islamabad,14.4,1
M0722,Female,28,25-34,2022-02-21,Premium,79.99,79.99,Active,Cardio,Lahore,42.3,1
M0723,Female,63,55+,2023-10-14,Standard,49.99,49.99,Cancelled,CrossFit,Lahore,22.6,0
M0724,Male,21,18-24,2023-08-24,Premium,79.99,79.99,Active,Yoga,Multan,24.3,1
M0725,Male,62,55+,2023-06-07,Standard,49.99,49.99,Expired,Cardio,Islamabad,26.8,0
M0726,Male,46,45-54,2023-01-02,Standard,49.99,49.99,Cancelled,Cardio,Multan,32.0,0
M0727,Male,20,18-24,2022-11-30,Basic,29.99,29.99,Active,Pilates,Rawalpindi,33.0,1
M0728,Male,55,55+,2023-11-16,Basic,29.99,29.99,Cancelled,Zumba,Faisalabad,21.5,0
M0729,Male,40,35-44,2023-07-30,Standard,49.99,49.99,Active,Zumba,Multan,25.1,1
M0730,Female,24,18-24,2024-10-05,Basic,29.99,29.99,Active,HIIT,Multan,10.9,1
M0731,Male,51,45-54,2024-03-30,Basic,29.99,29.99,Active,Cardio,Islamabad,17.1,1
M0732,Male,47,45-54,2023-05-17,Basic,29.99,29.99,Expired,Spin,Islamabad,27.5,0
M0733,Female,60,55+,2024-07-08,Premium,79.99,79.99,Active,Pilates,Lahore,13.8,1
M0734,Female,48,45-54,2023-05-23,Annual,33.33,399.99,Active,Yoga,Multan,27.3,1
M0735,Male,39,35-44,2024-11-28,Standard,49.99,49.99,Active,Cardio,Rawalpindi,9.1,1
M0736,Female,24,18-24,2022-08-10,Standard,49.99,49.99,Active,Zumba,Karachi,36.7,1
M0737,Male,61,55+,2023-08-22,Standard,49.99,49.99,Active,Pilates,Islamabad,24.3,1
M0738,Male,59,55+,2023-08-30,Annual,33.33,399.99,Active,Spin,Rawalpindi,24.1,1
M0739,Male,38,35-44,2024-05-11,Basic,29.99,29.99,Cancelled,Spin,Lahore,15.7,0
M0740,Male,56,55+,2024-01-17,Basic,29.99,29.99,Active,Pilates,Karachi,19.5,1
M0741,Male,55,55+,2022-09-16,Basic,29.99,29.99,Active,Yoga,Rawalpindi,35.5,1
M0742,Male,21,18-24,2023-01-13,Standard,49.99,49.99,Active,Spin,Multan,31.6,1
M0743,Male,38,35-44,2023-01-18,Standard,49.99,49.99,Expired,CrossFit,Multan,31.4,0
M0744,Male,26,25-34,2022-08-12,Basic,29.99,29.99,Expired,Pilates,Faisalabad,36.7,0
M0745,Female,27,25-34,2023-12-28,Premium,79.99,79.99,Active,HIIT,Faisalabad,20.1,1
M0746,Male,45,45-54,2022-05-03,Basic,29.99,29.99,Active,Strength Training,Multan,40.0,1
M0747,Male,20,18-24,2023-09-15,Annual,33.33,399.99,Cancelled,Zumba,Karachi,23.6,0
M0748,Male,20,18-24,2022-12-06,Standard,49.99,49.99,Active,Zumba,Faisalabad,32.9,1
M0749,Male,24,18-24,2022-01-09,Standard,49.99,49.99,Cancelled,Pilates,Karachi,43.7,0
M0750,Female,60,55+,2022-04-23,Standard,49.99,49.99,Active,CrossFit,Lahore,40.3,1
M0751,Female,43,35-44,2022-11-02,Basic,29.99,29.99,Active,Pilates,Lahore,34.0,1
M0752,Female,64,55+,2023-02-24,Standard,49.99,49.99,Cancelled,Yoga,Karachi,30.2,0
M0753,Female,45,45-54,2023-10-20,Premium,79.99,79.99,Active,Strength Training,Lahore,22.4,1
M0754,Male,21,18-24,2022-08-20,Premium,79.99,79.99,Expired,HIIT,Islamabad,36.4,0
M0755,Male,56,55+,2024-07-10,Standard,49.99,49.99,Expired,Spin,Faisalabad,13.7,0
M0756,Female,19,18-24,2022-05-28,Basic,29.99,29.99,Expired,Spin,Karachi,39.2,0
M0757,Male,64,55+,2022-06-24,Annual,33.33,399.99,Active,Strength Training,Islamabad,38.3,1
M0758,Female,31,25-34,2022-02-04,Standard,49.99,49.99,Expired,Cardio,Lahore,42.9,0
M0759,Male,40,35-44,2023-12-06,Standard,49.99,49.99,Cancelled,Strength Training,Karachi,20.9,0
M0760,Female,50,45-54,2022-03-17,Premium,79.99,79.99,Active,Strength Training,Rawalpindi,41.5,1
M0761,Male,52,45-54,2022-09-10,Basic,29.99,29.99,Cancelled,Strength Training,Multan,35.7,0
M0762,Male,52,45-54,2024-10-16,Annual,33.33,399.99,Active,Pilates,Rawalpindi,10.5,1
M0763,Male,42,35-44,2022-08-02,Annual,33.33,399.99,Cancelled,Pilates,Islamabad,37.0,0
M0764,Male,49,45-54,2022-03-05,Premium,79.99,79.99,Expired,Strength Training,Karachi,41.9,0
M0765,Male,61,55+,2022-11-09,Basic,29.99,29.99,Active,Strength Training,Islamabad,33.7,1
M0766,Male,44,35-44,2023-11-13,Standard,49.99,49.99,Active,Yoga,Faisalabad,21.6,1
M0767,Female,57,55+,2022-04-19,Standard,49.99,49.99,Active,Spin,Lahore,40.4,1
M0768,Female,45,45-54,2022-12-09,Standard,49.99,49.99,Cancelled,Yoga,Karachi,32.8,0
M0769,Male,55,55+,2022-02-27,Basic,29.99,29.99,Active,Strength Training,Multan,42.1,1
M0770,Male,52,45-54,2024-04-13,Annual,33.33,399.99,Active,Strength Training,Karachi,16.6,1
M0771,Male,18,18-24,2024-06-11,Basic,29.99,29.99,Active,Spin,Lahore,14.7,1
M0772,Female,33,25-34,2023-05-23,Basic,29.99,29.99,Expired,Strength Training,Islamabad,27.3,0
M0773,Male,18,18-24,2024-11-14,Premium,79.99,79.99,Cancelled,Yoga,Karachi,9.6,0
M0774,Female,62,55+,2024-05-21,Basic,29.99,29.99,Active,HIIT,Multan,15.4,1
M0775,Female,59,55+,2024-05-22,Basic,29.99,29.99,Active,Yoga,Rawalpindi,15.3,1
M0776,Female,26,25-34,2022-10-01,Basic,29.99,29.99,Active,Cardio,Lahore,35.0,1
M0777,Male,33,25-34,2023-09-13,Premium,79.99,79.99,Cancelled,Yoga,Rawalpindi,23.6,0
M0778,Female,35,35-44,2024-12-28,Standard,49.99,49.99,Expired,Spin,Faisalabad,8.1,0
M0779,Male,48,45-54,2024-02-11,Annual,33.33,399.99,Active,Strength Training,Multan,18.7,1
M0780,Female,52,45-54,2024-02-07,Annual,33.33,399.99,Active,HIIT,Faisalabad,18.8,1
M0781,Female,26,25-34,2023-01-11,Standard,49.99,49.99,Active,HIIT,Multan,31.7,1
M0782,Male,56,55+,2023-07-26,Basic,29.99,29.99,Cancelled,Spin,Multan,25.2,0
M0783,Female,48,45-54,2022-06-28,Annual,33.33,399.99,Active,Cardio,Lahore,38.1,1
M0784,Female,56,55+,2023-05-08,Premium,79.99,79.99,Expired,Zumba,Multan,27.8,0
M0785,Female,37,35-44,2023-11-29,Basic,29.99,29.99,Active,Strength Training,Multan,21.1,1
M0786,Female,33,25-34,2024-08-13,Basic,29.99,29.99,Active,Yoga,Rawalpindi,12.6,1
M0787,Male,31,25-34,2024-11-04,Premium,79.99,79.99,Cancelled,Pilates,Rawalpindi,9.9,0
M0788,Female,57,55+,2023-04-12,Premium,79.99,79.99,Cancelled,HIIT,Rawalpindi,28.7,0
M0789,Female,30,25-34,2023-08-18,Annual,33.33,399.99,Active,HIIT,Karachi,24.5,1
M0790,Female,40,35-44,2023-07-02,Basic,29.99,29.99,Expired,Pilates,Lahore,26.0,0
M0791,Male,51,45-54,2023-11-17,Standard,49.99,49.99,Active,Strength Training,Multan,21.5,1
M0792,Female,56,55+,2022-03-19,Standard,49.99,49.99,Active,CrossFit,Islamabad,41.5,1
M0793,Female,46,45-54,2024-12-18,Premium,79.99,79.99,Cancelled,CrossFit,Multan,8.4,0
M0794,Male,62,55+,2023-12-09,Standard,49.99,49.99,Expired,Strength Training,Lahore,20.8,0
