MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City,TenureMonths,IsActive,TotalVisits,AvgDuration,LastVisit,UniqueClasses
M0412,Male,22,18-24,2024-04-12,Basic,29.99,29.99,Active,CrossFit,Islamabad,16.7,1,28,55.0,2025-08-30,7
M0413,Male,63,55+,2022-03-16,Basic,29.99,29.99,Active,CrossFit,Islamabad,41.6,1,6,55.2,2025-08-21,3
M0414,Male,47,45-54,2022-09-19,Premium,79.99,79.99,Active,HIIT,Faisalabad,35.4,1,33,51.9,2025-08-30,7
M0415,Female,23,18-24,2022-06-19,Standard,49.99,49.99,Active,Cardio,Lahore,38.4,1,29,55.2,2025-08-31,8
M0416,Male,34,25-34,2023-01-04,Basic,29.99,29.99,Expired,CrossFit,Multan,31.9,0,3,66.3,2025-06-13,2
M0417,Female,30,25-34,2022-03-09,Annual,33.33,399.99,Active,Pilates,Faisalabad,41.8,1,31,47.4,2025-08-26,8
M0418,Female,49,45-54,2022-12-09,Standard,49.99,49.99,Active,HIIT,Lahore,32.8,1,15,58.1,2025-08-30,8
M0419,Female,61,55+,2022-12-07,Standard,49.99,49.99,Active,Cardio,Islamabad,32.8,1,24,52.0,2025-08-24,7
M0420,Male,53,45-54,2023-04-28,Basic,29.99,29.99,Cancelled,Yoga,Islamabad,28.2,0,7,60.4,2025-08-31,3
M0421,Male,36,35-44,2022-04-14,Standard,49.99,49.99,Expired,Spin,Rawalpindi,40.6,0,7,55.7,2025-08-21,3
M0422,Male,36,35-44,2023-06-01,Standard,49.99,49.99,Active,Strength Training,Faisalabad,27.0,1,13,54.8,2025-08-24,4
M0423,Female,38,35-44,2022-09-24,Standard,49.99,49.99,Active,Zumba,Rawalpindi,35.2,1,24,57.2,2025-08-31,6
M0424,Female,29,25-34,2024-09-03,Premium,79.99,79.99,Active,Strength Training,Islamabad,11.9,1,48,56.1,2025-08-29,9
M0425,Male,49,45-54,2023-10-28,Annual,33.33,399.99,Active,Zumba,Karachi,22.1,1,27,52.7,2025-08-29,9
M0426,Female,34,25-34,2023-02-11,Standard,49.99,49.99,Active,Pilates,Islamabad,30.7,1,29,51.1,2025-08-29,8
M0427,Female,64,55+,2022-03-23,Standard,49.99,49.99,Expired,Spin,Islamabad,41.3,0,6,58.7,2025-08-16,3
M0428,Male,62,55+,2024-12-07,Annual,33.33,399.99,Active,Yoga,Lahore,8.8,1,15,52.7,2025-08-31,7
M0429,Male,22,18-24,2024-04-19,Basic,29.99,29.99,Cancelled,Pilates,Faisalabad,16.4,0,4,55.8,2025-08-30,3
M0430,Female,39,35-44,2022-10-14,Premium,79.99,79.99,Expired,Strength Training,Islamabad,34.6,0,0,0.0,,0
M0431,Female,33,25-34,2024-06-24,Basic,29.99,29.99,Active,Yoga,Islamabad,14.3,1,17,48.5,2025-08-24,6
M0432,Other,52,45-54,2023-11-27,Standard,49.99,49.99,Expired,CrossFit,Karachi,21.2,0,8,48.6,2025-08-15,5
M0433,Female,20,18-24,2022-04-23,Basic,29.99,29.99,Active,Yoga,Faisalabad,40.3,1,16,64.3,2025-08-13,6
M0434,Female,25,25-34,2022-01-01,Basic,29.99,29.99,Active,CrossFit,Lahore,44.0,1,5,68.0,2025-07-10,3
M0435,Male,57,55+,2022-09-14,Premium,79.99,79.99,Expired,HIIT,Multan,35.6,0,1,81.0,2025-05-07,1
M0436,Male,25,25-34,2023-02-18,Basic,29.99,29.99,Active,Cardio,Faisalabad,30.4,1,8,48.6,2025-07-27,4
M0437,Female,33,25-34,2022-02-14,Annual,33.33,399.99,Active,Yoga,Karachi,42.5,1,48,53.5,2025-08-30,9
M0438,Male,64,55+,2022-11-18,Basic,29.99,29.99,Active,HIIT,Islamabad,33.4,1,27,52.0,2025-08-30,7
M0439,Male,44,35-44,2024-06-22,Basic,29.99,29.99,Active,Zumba,Faisalabad,14.3,1,21,51.9,2025-08-22,8
M0440,Female,30,25-34,2022-11-17,Standard,49.99,49.99,Active,Spin,Islamabad,33.5,1,6,38.2,2025-08-15,4
M0441,Male,49,45-54,2023-12-27,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,20.2,0,8,46.4,2025-08-17,6
M0442,Male,45,45-54,2023-10-22,Premium,79.99,79.99,Active,Spin,Multan,22.3,1,46,52.4,2025-08-29,9
M0443,Female,40,35-44,2024-11-19,Standard,49.99,49.99,Active,Cardio,Multan,9.4,1,22,54.4,2025-08-27,7
M0444,Female,58,55+,2024-04-29,Premium,79.99,79.99,Expired,Zumba,Lahore,16.1,0,8,62.1,2025-08-04,5
M0445,Male,35,35-44,2024-09-17,Basic,29.99,29.99,Expired,Pilates,Lahore,11.5,0,14,56.1,2025-08-19,6
M0446,Female,61,55+,2024-03-28,Standard,49.99,49.99,Active,Spin,Rawalpindi,17.1,1,28,52.8,2025-08-26,9
M0447,Female,44,35-44,2023-09-25,Standard,49.99,49.99,Active,Cardio,Rawalpindi,23.2,1,23,45.0,2025-08-03,7
M0448,Male,23,18-24,2024-06-29,Annual,33.33,399.99,Active,Cardio,Islamabad,14.1,1,33,54.2,2025-08-21,8
M0449,Female,50,45-54,2023-02-05,Premium,79.99,79.99,Active,Yoga,Karachi,30.8,1,14,50.1,2025-08-31,5
M0450,Male,30,25-34,2022-06-24,Basic,29.99,29.99,Expired,CrossFit,Rawalpindi,38.3,0,6,58.7,2025-07-12,3
M0451,Male,47,45-54,2023-06-07,Annual,33.33,399.99,Active,Cardio,Islamabad,26.8,1,43,51.3,2025-08-28,8
M0452,Male,56,55+,2024-03-20,Basic,29.99,29.99,Active,Yoga,Islamabad,17.4,1,9,53.4,2025-08-11,5
M0453,Male,58,55+,2022-08-15,Standard,49.99,49.99,Active,Spin,Faisalabad,36.6,1,29,53.2,2025-08-25,7
M0454,Male,55,55+,2022-01-31,Premium,79.99,79.99,Active,CrossFit,Multan,43.0,1,25,56.6,2025-08-26,8
M0455,Male,26,25-34,2023-09-13,Premium,79.99,79.99,Active,Zumba,Rawalpindi,23.6,1,48,51.1,2025-08-30,9
M0456,Male,61,55+,2022-10-01,Premium,79.99,79.99,Cancelled,CrossFit,Multan,35.0,0,5,51.4,2025-08-24,5
M0457,Female,52,45-54,2024-12-24,Annual,33.33,399.99,Active,Yoga,Multan,8.2,1,43,58.4,2025-08-25,9
M0458,Male,27,25-34,2022-02-23,Standard,49.99,49.99,Active,Spin,Multan,42.2,1,14,53.8,2025-08-01,5
M0459,Male,20,18-24,2024-05-17,Annual,33.33,399.99,Active,Yoga,Rawalpindi,15.5,1,22,60.6,2025-08-31,8
M0460,Male,53,45-54,2024-06-02,Basic,29.99,29.99,Active,HIIT,Multan,15.0,1,22,54.0,2025-08-07,9
M0461,Male,57,55+,2022-04-29,Premium,79.99,79.99,Expired,Cardio,Islamabad,40.1,0,2,45.0,2025-06-30,2
M0462,Male,23,18-24,2022-06-24,Premium,79.99,79.99,Active,CrossFit,Faisalabad,38.3,1,49,51.1,2025-08-18,9
M0463,Male,29,25-34,2023-10-27,Premium,79.99,79.99,Active,Strength Training,Faisalabad,22.2,1,14,55.4,2025-07-29,6
M0464,Female,26,25-34,2023-04-29,Standard,49.99,49.99,Cancelled,CrossFit,Lahore,28.1,0,2,59.5,2025-06-27,2
M0465,Male,39,35-44,2024-09-09,Premium,79.99,79.99,Active,CrossFit,Islamabad,11.7,1,14,54.2,2025-07-24,5
M0466,Female,30,25-34,2023-05-04,Annual,33.33,399.99,Active,Zumba,Rawalpindi,28.0,1,29,54.2,2025-08-28,8
M0467,Female,22,18-24,2023-05-31,Annual,33.33,399.99,Cancelled,Cardio,Karachi,27.1,0,4,65.0,2025-04-30,2
M0468,Male,43,35-44,2023-06-24,Premium,79.99,79.99,Active,HIIT,Lahore,26.3,1,47,53.8,2025-08-18,9
M0469,Male,36,35-44,2022-01-26,Premium,79.99,79.99,Active,Spin,Rawalpindi,43.2,1,26,57.4,2025-08-18,8
M0470,Male,18,18-24,2024-10-03,Basic,29.99,29.99,Expired,Cardio,Multan,10.9,0,4,53.5,2025-06-24,2
M0471,Female,48,45-54,2022-08-04,Premium,79.99,79.99,Active,HIIT,Karachi,36.9,1,36,50.4,2025-08-21,8
M0472,Female,50,45-54,2022-01-05,Standard,49.99,49.99,Active,Strength Training,Karachi,43.9,1,22,56.3,2025-08-21,5
M0473,Male,63,55+,2022-01-15,Standard,49.99,49.99,Cancelled,Pilates,Multan,43.5,0,1,43.0,2025-05-25,1
M0474,Male,63,55+,2023-08-21,Premium,79.99,79.99,Active,Pilates,Islamabad,24.4,1,47,54.5,2025-08-29,8
M0475,Male,62,55+,2024-09-16,Annual,33.33,399.99,Active,Yoga,Lahore,11.5,1,35,59.8,2025-08-24,8
M0476,Female,45,45-54,2022-11-27,Premium,79.99,79.99,Cancelled,Yoga,Rawalpindi,33.1,0,2,56.5,2025-07-08,1
M0477,Male,29,25-34,2023-07-14,Standard,49.99,49.99,Cancelled,Yoga,Karachi,25.6,0,4,61.2,2025-07-08,3
M0478,Other,35,35-44,2024-11-08,Basic,29.99,29.99,Active,Cardio,Rawalpindi,9.8,1,25,54.0,2025-08-11,6
M0479,Female,34,25-34,2024-06-01,Premium,79.99,79.99,Active,Spin,Karachi,15.0,1,47,53.5,2025-08-24,9
M0480,Female,25,25-34,2024-07-18,Premium,79.99,79.99,Active,Cardio,Multan,13.5,1,16,53.3,2025-08-21,6
M0481,Female,37,35-44,2024-04-12,Standard,49.99,49.99,Expired,Pilates,Faisalabad,16.7,0,7,53.3,2025-07-31,4
M0482,Male,53,45-54,2022-03-27,Standard,49.99,49.99,Cancelled,CrossFit,Rawalpindi,41.2,0,6,58.3,2025-08-22,3
M0483,Female,57,55+,2022-06-20,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,38.4,0,4,45.2,2025-08-26,3
M0484,Female,20,18-24,2024-02-29,Standard,49.99,49.99,Active,Spin,Karachi,18.1,1,28,52.4,2025-08-29,9
M0485,Female,44,35-44,2024-01-10,Basic,29.99,29.99,Active,Yoga,Lahore,19.7,1,15,57.7,2025-08-25,8
M0486,Female,37,35-44,2023-08-28,Standard,49.99,49.99,Expired,Strength Training,Islamabad,24.1,0,1,91.0,2025-03-11,1
M0487,Female,46,45-54,2023-12-19,Standard,49.99,49.99,Cancelled,Strength Training,Karachi,20.4,0,5,53.8,2025-08-15,3
M0488,Female,43,35-44,2022-11-20,Premium,79.99,79.99,Cancelled,Cardio,Karachi,33.4,0,0,0.0,,0
M0489,Male,18,18-24,2022-11-11,Basic,29.99,29.99,Active,HIIT,Faisalabad,33.7,1,24,50.7,2025-08-27,8
M0490,Male,38,35-44,2024-01-03,Standard,49.99,49.99,Expired,HIIT,Islamabad,19.9,0,12,51.2,2025-08-14,5
M0491,Female,24,18-24,2023-02-07,Basic,29.99,29.99,Active,Spin,Faisalabad,30.8,1,22,55.0,2025-08-29,7
M0492,Female,32,25-34,2023-04-07,Premium,79.99,79.99,Active,Spin,Faisalabad,28.8,1,46,50.7,2025-08-30,8
M0493,Male,63,55+,2023-07-07,Basic,29.99,29.99,Expired,Yoga,Islamabad,25.9,0,9,48.0,2025-08-20,4
M0494,Male,18,18-24,2024-04-15,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,16.6,0,5,53.4,2025-07-05,4
M0495,Female,46,45-54,2022-02-09,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,42.7,0,4,60.0,2025-08-13,1
M0496,Female,40,35-44,2022-10-17,Annual,33.33,399.99,Active,Zumba,Multan,34.5,1,16,48.1,2025-08-27,6
M0497,Male,23,18-24,2022-06-30,Premium,79.99,79.99,Active,HIIT,Multan,38.1,1,24,52.3,2025-08-23,8
M0498,Male,64,55+,2022-07-31,Basic,29.99,29.99,Active,Cardio,Multan,37.1,1,20,52.6,2025-08-26,6
M0499,Female,40,35-44,2023-02-24,Premium,79.99,79.99,Cancelled,Pilates,Multan,30.2,0,4,63.0,2025-08-22,4
M0500,Male,31,25-34,2024-05-18,Premium,79.99,79.99,Cancelled,CrossFit,Islamabad,15.5,0,7,52.9,2025-08-19,4
M0501,Male,39,35-44,2024-12-06,Premium,79.99,79.99,Cancelled,Spin,Lahore,8.8,0,4,51.8,2025-07-17,2
M0502,Male,27,25-34,2022-09-29,Basic,29.99,29.99,Active,HIIT,Multan,35.1,1,6,53.2,2025-07-12,5
M0503,Male,39,35-44,2023-06-05,Basic,29.99,29.99,Expired,Cardio,Rawalpindi,26.9,0,4,51.0,2025-07-21,3
M0504,Female,18,18-24,2022-06-02,Basic,29.99,29.99,Expired,Strength Training,Rawalpindi,39.0,0,8,44.2,2025-08-20,6
M0505,Female,32,25-34,2023-05-04,Standard,49.99,49.99,Active,Strength Training,Multan,28.0,1,11,63.6,2025-08-25,5
M0506,Male,34,25-34,2024-10-21,Basic,29.99,29.99,Active,Yoga,Faisalabad,10.3,1,18,47.5,2025-08-22,7
M0507,Male,20,18-24,2022-03-14,Standard,49.99,49.99,Active,Yoga,Rawalpindi,41.6,1,28,54.5,2025-08-23,6
M0508,Male,34,25-34,2022-06-24,Standard,49.99,49.99,Active,Zumba,Rawalpindi,38.3,1,27,54.3,2025-08-26,8
M0509,Female,36,35-44,2024-05-13,Premium,79.99,79.99,Active,Strength Training,Multan,15.6,1,41,53.7,2025-08-24,9
M0510,Female,21,18-24,2024-04-05,Standard,49.99,49.99,Cancelled,Spin,Islamabad,16.9,0,6,50.3,2025-08-29,4
M0511,Male,36,35-44,2024-06-20,Standard,49.99,49.99,Cancelled,Spin,Islamabad,14.4,0,4,35.2,2025-07-05,2
M0512,Female,52,45-54,2023-01-25,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,31.2,0,4,54.2,2025-08-19,3
M0513,Female,39,35-44,2023-03-28,Standard,49.99,49.99,Active,Spin,Multan,29.2,1,19,51.6,2025-08-26,7
M0514,Female,36,35-44,2023-01-10,Standard,49.99,49.99,Cancelled,Cardio,Rawalpindi,31.7,0,7,64.0,2025-06-17,6
M0515,Male,22,18-24,2022-04-23,Basic,29.99,29.99,Active,Yoga,Multan,40.3,1,10,46.6,2025-07-21,6
M0516,Male,50,45-54,2023-06-01,Premium,79.99,79.99,Active,CrossFit,Lahore,27.0,1,34,54.5,2025-08-24,9
M0517,Male,47,45-54,2022-01-19,Premium,79.99,79.99,Active,Cardio,Lahore,43.4,1,25,54.8,2025-08-26,7
M0518,Female,36,35-44,2023-01-26,Standard,49.99,49.99,Active,Spin,Rawalpindi,31.2,1,17,54.7,2025-08-20,6
M0519,Other,58,55+,2024-11-18,Standard,49.99,49.99,Cancelled,HIIT,Multan,9.4,0,2,59.5,2025-08-21,1
M0520,Female,22,18-24,2022-07-21,Basic,29.99,29.99,Cancelled,Yoga,Faisalabad,37.4,0,6,72.3,2025-04-24,2
M0521,Male,24,18-24,2023-03-01,Basic,29.99,29.99,Active,HIIT,Karachi,30.1,1,20,54.1,2025-07-28,8
M0522,Female,55,55+,2022-07-27,Standard,49.99,49.99,Active,Strength Training,Islamabad,37.2,1,6,53.8,2025-08-24,4
M0523,Male,58,55+,2023-10-31,Annual,33.33,399.99,Active,Cardio,Islamabad,22.0,1,25,52.4,2025-08-10,7
M0524,Female,51,45-54,2023-08-19,Basic,29.99,29.99,Expired,Pilates,Islamabad,24.4,0,14,56.1,2025-08-22,5
M0525,Female,58,55+,2022-03-14,Premium,79.99,79.99,Expired,Strength Training,Rawalpindi,41.6,0,2,52.0,2025-07-22,1
M0526,Male,43,35-44,2022-09-15,Annual,33.33,399.99,Cancelled,Spin,Islamabad,35.5,0,0,0.0,,0
M0527,Female,39,35-44,2023-10-24,Annual,33.33,399.99,Active,Pilates,Lahore,22.3,1,18,63.8,2025-08-18,6
M0528,Male,24,18-24,2022-10-11,Standard,49.99,49.99,Active,Cardio,Islamabad,34.7,1,28,55.0,2025-08-25,9
M0529,Male,49,45-54,2025-01-01,Premium,79.99,79.99,Active,Pilates,Lahore,8.0,1,49,53.8,2025-08-31,9
M0530,Female,52,45-54,2024-04-21,Basic,29.99,29.99,Active,Spin,Lahore,16.4,1,5,49.6,2025-07-25,3
M0531,Male,26,25-34,2023-01-02,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,32.0,1,26,56.5,2025-08-30,8
M0532,Male,37,35-44,2022-02-12,Standard,49.99,49.99,Active,Zumba,Lahore,42.6,1,22,55.1,2025-08-13,8
M0533,Male,64,55+,2024-01-27,Annual,33.33,399.99,Active,Yoga,Lahore,19.2,1,21,52.4,2025-08-17,8
M0534,Male,28,25-34,2022-03-10,Basic,29.99,29.99,Cancelled,Strength Training,Multan,41.8,0,5,51.0,2025-08-06,3
M0535,Female,27,25-34,2022-11-27,Standard,49.99,49.99,Active,Zumba,Islamabad,33.1,1,14,52.9,2025-08-30,6
M0536,Male,27,25-34,2022-11-15,Standard,49.99,49.99,Active,Zumba,Islamabad,33.5,1,5,49.2,2025-08-30,4
M0537,Female,23,18-24,2023-11-22,Premium,79.99,79.99,Active,Zumba,Lahore,21.3,1,19,52.5,2025-08-31,5
M0538,Female,35,35-44,2024-03-06,Annual,33.33,399.99,Expired,Spin,Karachi,17.9,0,3,59.0,2025-08-08,2
M0539,Male,55,55+,2023-03-21,Annual,33.33,399.99,Active,Cardio,Karachi,29.4,1,12,57.6,2025-08-05,5
M0540,Female,28,25-34,2022-04-02,Standard,49.99,49.99,Active,Spin,Rawalpindi,41.0,1,21,53.9,2025-08-23,8
M0541,Female,41,35-44,2022-09-13,Standard,49.99,49.99,Active,Zumba,Lahore,35.6,1,14,51.4,2025-08-12,7
M0542,Female,18,18-24,2024-04-02,Premium,79.99,79.99,Active,Spin,Faisalabad,17.0,1,14,47.7,2025-08-31,7
M0543,Female,24,18-24,2023-10-07,Premium,79.99,79.99,Cancelled,Zumba,Rawalpindi,22.8,0,4,55.5,2025-07-22,3
M0544,Male,29,25-34,2024-03-13,Premium,79.99,79.99,Active,CrossFit,Karachi,17.6,1,18,50.6,2025-08-24,7
M0545,Female,41,35-44,2022-10-04,Premium,79.99,79.99,Active,Zumba,Multan,34.9,1,12,49.4,2025-08-13,5
M0546,Male,63,55+,2023-06-28,Premium,79.99,79.99,Expired,HIIT,Karachi,26.1,0,7,63.3,2025-08-04,5
M0547,Male,26,25-34,2024-03-17,Basic,29.99,29.99,Active,Spin,Islamabad,17.5,1,26,57.0,2025-08-31,8
M0548,Female,59,55+,2024-11-28,Basic,29.99,29.99,Cancelled,Cardio,Islamabad,9.1,0,6,58.3,2025-08-03,4
M0549,Male,46,45-54,2023-02-18,Standard,49.99,49.99,Expired,Zumba,Faisalabad,30.4,0,5,59.0,2025-07-13,5
M0550,Male,40,35-44,2023-11-03,Premium,79.99,79.99,Active,Zumba,Faisalabad,21.9,1,15,47.8,2025-08-03,7
M0551,Male,47,45-54,2023-03-26,Standard,49.99,49.99,Expired,Yoga,Multan,29.2,0,9,57.2,2025-08-29,5
M0552,Male,31,25-34,2023-12-22,Standard,49.99,49.99,Expired,Zumba,Rawalpindi,20.3,0,7,57.6,2025-08-11,6
M0553,Male,45,45-54,2022-04-25,Basic,29.99,29.99,Active,Zumba,Multan,40.2,1,6,59.8,2025-07-27,4
M0554,Female,41,35-44,2022-05-27,Standard,49.99,49.99,Expired,Spin,Lahore,39.2,0,3,52.7,2025-08-03,2
M0555,Female,57,55+,2024-08-15,Annual,33.33,399.99,Active,Yoga,Faisalabad,12.5,1,28,54.9,2025-08-31,9
M0556,Female,18,18-24,2024-08-03,Standard,49.99,49.99,Active,CrossFit,Faisalabad,12.9,1,10,59.1,2025-08-17,4
M0557,Male,46,45-54,2023-07-14,Standard,49.99,49.99,Active,CrossFit,Karachi,25.6,1,5,49.2,2025-06-24,2
M0558,Male,20,18-24,2022-01-17,Basic,29.99,29.99,Active,Yoga,Faisalabad,43.5,1,25,52.4,2025-08-22,8
M0559,Female,42,35-44,2022-07-12,Basic,29.99,29.99,Expired,Strength Training,Faisalabad,37.7,0,4,54.0,2025-07-17,3
M0560,Female,45,45-54,2023-02-20,Premium,79.99,79.99,Cancelled,CrossFit,Lahore,30.4,0,5,62.2,2025-07-18,5
M0561,Male,61,55+,2023-05-20,Annual,33.33,399.99,Active,Yoga,Multan,27.4,1,44,54.6,2025-08-26,9
M0562,Male,32,25-34,2022-12-05,Premium,79.99,79.99,Active,Spin,Multan,32.9,1,37,55.0,2025-08-19,9
M0563,Male,19,18-24,2023-06-26,Standard,49.99,49.99,Active,Pilates,Multan,26.2,1,15,56.7,2025-08-24,7
M0564,Male,32,25-34,2023-12-17,Basic,29.99,29.99,Expired,Yoga,Lahore,20.5,0,2,54.0,2025-08-11,2
M0565,Male,32,25-34,2023-11-16,Standard,49.99,49.99,Active,Spin,Islamabad,21.5,1,27,55.7,2025-08-25,8
M0566,Male,57,55+,2022-11-19,Basic,29.99,29.99,Active,Pilates,Rawalpindi,33.4,1,15,52.8,2025-07-16,7
M0567,Male,44,35-44,2024-04-22,Premium,79.99,79.99,Expired,HIIT,Multan,16.3,0,0,0.0,,0
M0568,Female,51,45-54,2023-07-15,Standard,49.99,49.99,Expired,Zumba,Lahore,25.6,0,13,52.0,2025-08-28,7
M0569,Female,56,55+,2022-09-07,Standard,49.99,49.99,Active,Cardio,Lahore,35.8,1,12,52.2,2025-08-13,5
M0570,Female,24,18-24,2023-04-30,Basic,29.99,29.99,Expired,Zumba,Rawalpindi,28.1,0,4,43.5,2025-07-10,3
M0571,Female,48,45-54,2024-07-13,Basic,29.99,29.99,Active,CrossFit,Karachi,13.6,1,9,48.0,2025-08-21,5
M0572,Male,59,55+,2024-03-14,Annual,33.33,399.99,Active,Spin,Faisalabad,17.6,1,27,57.5,2025-08-17,9
M0573,Female,57,55+,2022-09-24,Basic,29.99,29.99,Active,HIIT,Multan,35.2,1,5,43.8,2025-07-29,5
M0574,Female,32,25-34,2024-01-04,Annual,33.33,399.99,Active,HIIT,Karachi,19.9,1,43,56.2,2025-08-24,9
M0575,Male,49,45-54,2023-01-31,Standard,49.99,49.99,Active,Pilates,Multan,31.0,1,9,48.8,2025-08-18,4
M0576,Male,47,45-54,2023-05-20,Basic,29.99,29.99,Cancelled,Pilates,Faisalabad,27.4,0,1,39.0,2025-03-20,1
M0577,Female,44,35-44,2022-06-05,Standard,49.99,49.99,Active,Pilates,Karachi,38.9,1,10,54.5,2025-08-31,6
M0578,Female,49,45-54,2024-09-25,Premium,79.99,79.99,Cancelled,Pilates,Rawalpindi,11.2,0,4,43.2,2025-07-15,3
M0579,Male,18,18-24,2022-12-06,Standard,49.99,49.99,Active,Pilates,Multan,32.9,1,10,52.1,2025-08-21,6
M0580,Female,22,18-24,2024-06-11,Annual,33.33,399.99,Active,Pilates,Karachi,14.7,1,38,58.3,2025-08-31,9
M0581,Female,57,55+,2024-06-20,Standard,49.99,49.99,Active,Zumba,Faisalabad,14.4,1,15,47.5,2025-08-21,7
M0582,Female,50,45-54,2022-08-18,Basic,29.99,29.99,Expired,CrossFit,Multan,36.5,0,0,0.0,,0
M0583,Female,48,45-54,2023-11-19,Premium,79.99,79.99,Cancelled,Spin,Karachi,21.4,0,3,53.7,2025-08-09,3
M0584,Male,33,25-34,2022-12-31,Standard,49.99,49.99,Expired,Yoga,Islamabad,32.0,0,10,56.3,2025-07-24,5
M0585,Male,28,25-34,2024-10-08,Annual,33.33,399.99,Expired,Cardio,Faisalabad,10.8,0,7,54.7,2025-08-10,3
M0586,Female,41,35-44,2024-03-13,Basic,29.99,29.99,Active,CrossFit,Rawalpindi,17.6,1,14,54.8,2025-08-01,8
M0587,Female,20,18-24,2022-07-26,Standard,49.99,49.99,Active,Spin,Faisalabad,37.2,1,15,41.2,2025-08-25,5
M0588,Female,46,45-54,2022-05-18,Standard,49.99,49.99,Active,Strength Training,Karachi,39.5,1,13,64.3,2025-08-09,6
M0589,Female,36,35-44,2022-03-15,Basic,29.99,29.99,Expired,Strength Training,Multan,41.6,0,4,51.5,2025-08-24,3
M0590,Other,22,18-24,2024-09-20,Standard,49.99,49.99,Active,Cardio,Karachi,11.4,1,27,48.8,2025-08-29,9
M0591,Female,28,25-34,2022-06-19,Premium,79.99,79.99,Expired,Spin,Karachi,38.4,0,11,57.5,2025-08-14,3
M0592,Female,38,35-44,2023-11-25,Standard,49.99,49.99,Cancelled,Zumba,Lahore,21.2,0,6,44.8,2025-08-08,6
M0593,Female,27,25-34,2023-07-25,Premium,79.99,79.99,Expired,Yoga,Rawalpindi,25.3,0,5,49.8,2025-07-27,3
M0594,Female,39,35-44,2022-07-12,Basic,29.99,29.99,Expired,Yoga,Faisalabad,37.7,0,6,56.8,2025-08-13,4
M0595,Female,50,45-54,2023-03-06,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,29.9,1,16,54.1,2025-08-15,7
M0596,Male,43,35-44,2023-06-16,Annual,33.33,399.99,Active,Spin,Karachi,26.5,1,29,57.6,2025-08-26,8
M0597,Female,43,35-44,2024-03-15,Premium,79.99,79.99,Expired,Cardio,Islamabad,17.6,0,1,46.0,2025-03-08,1
M0598,Female,47,45-54,2023-10-22,Basic,29.99,29.99,Active,Cardio,Rawalpindi,22.3,1,12,54.2,2025-08-11,7
M0599,Male,24,18-24,2023-03-15,Annual,33.33,399.99,Active,Strength Training,Islamabad,29.6,1,47,54.6,2025-08-27,9
M0600,Male,37,35-44,2022-03-29,Annual,33.33,399.99,Active,Yoga,Lahore,41.1,1,49,54.0,2025-08-31,9
M0601,Male,56,55+,2023-08-30,Premium,79.99,79.99,Active,Cardio,Lahore,24.1,1,21,58.4,2025-07-27,9
M0602,Male,63,55+,2024-12-23,Annual,33.33,399.99,Active,HIIT,Rawalpindi,8.3,1,20,53.5,2025-08-28,7
M0603,Female,55,55+,2023-07-24,Basic,29.99,29.99,Active,CrossFit,Rawalpindi,25.3,1,18,57.9,2025-08-30,6
M0604,Male,57,55+,2024-02-22,Basic,29.99,29.99,Cancelled,Cardio,Islamabad,18.3,0,3,50.0,2025-07-01,2
M0605,Male,27,25-34,2022-04-20,Standard,49.99,49.99,Active,Yoga,Rawalpindi,40.4,1,27,56.1,2025-08-24,8
M0606,Female,43,35-44,2023-09-29,Standard,49.99,49.99,Cancelled,Zumba,Karachi,23.1,0,2,45.0,2025-08-27,2
M0607,Male,40,35-44,2022-06-15,Annual,33.33,399.99,Active,Zumba,Islamabad,38.6,1,29,59.0,2025-08-26,8
M0608,Male,27,25-34,2022-04-06,Basic,29.99,29.99,Active,Pilates,Islamabad,40.9,1,28,55.4,2025-08-24,8
M0609,Male,59,55+,2024-12-24,Standard,49.99,49.99,Active,HIIT,Lahore,8.2,1,9,52.9,2025-08-22,4
M0610,Female,29,25-34,2024-02-29,Premium,79.99,79.99,Expired,Zumba,Karachi,18.1,0,10,66.7,2025-08-07,6
M0611,Female,49,45-54,2024-04-10,Basic,29.99,29.99,Expired,Cardio,Karachi,16.7,0,14,55.3,2025-08-31,5
M0612,Male,29,25-34,2024-09-07,Standard,49.99,49.99,Expired,Strength Training,Rawalpindi,11.8,0,4,43.0,2025-08-14,2
M0613,Male,56,55+,2024-01-31,Annual,33.33,399.99,Active,Yoga,Multan,19.0,1,25,54.4,2025-08-26,6
M0614,Male,54,45-54,2023-05-03,Basic,29.99,29.99,Cancelled,Spin,Lahore,28.0,0,1,62.0,2025-08-28,1
M0615,Female,21,18-24,2022-07-07,Standard,49.99,49.99,Expired,CrossFit,Lahore,37.8,0,8,61.8,2025-08-01,4
M0616,Female,55,55+,2024-04-24,Premium,79.99,79.99,Active,Spin,Multan,16.3,1,45,53.9,2025-08-18,8
M0617,Female,55,55+,2024-01-28,Premium,79.99,79.99,Active,CrossFit,Multan,19.1,1,44,55.2,2025-08-27,9
